P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,Si,SiO,SiO2,Si2,SiN,SiO2(a-qz),SiO2(b-qz),SiO2(b-crt),SiO2(L)
17.7828,1.525000e+03,1.934150e-12,1.382640e+00,2.407230e-14,6.076030e-07,1.367540e-03,7.939410e-01,2.046910e-01,3.588430e-32,2.298800e-16,9.279220e-13,8.985270e-57,1.771940e-32,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.550000e+03,4.006510e-12,1.413780e+00,4.424710e-14,8.394490e-07,1.535960e-03,7.938570e-01,2.046070e-01,1.981600e-31,6.280570e-16,1.922000e-12,1.811550e-55,9.267910e-32,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.575000e+03,8.106770e-12,1.445040e+00,7.978100e-14,1.147980e-06,1.718710e-03,7.937650e-01,2.045150e-01,1.036070e-30,1.661170e-15,3.888590e-12,3.317080e-54,4.598090e-31,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.600000e+03,1.604040e-11,1.476400e+00,1.412390e-13,1.554710e-06,1.916410e-03,7.936660e-01,2.044160e-01,5.142070e-30,4.259970e-15,7.693170e-12,5.541390e-53,2.169250e-30,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.625000e+03,3.106880e-11,1.507860e+00,2.457040e-13,2.086070e-06,2.129630e-03,7.935590e-01,2.043090e-01,2.428370e-29,1.060730e-14,1.489860e-11,8.481760e-52,9.754200e-30,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.650000e+03,5.896550e-11,1.539440e+00,4.203590e-13,2.774320e-06,2.358940e-03,7.934440e-01,2.041940e-01,1.093720e-28,2.567950e-14,2.827050e-11,1.194240e-50,4.189580e-29,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.675000e+03,1.097590e-10,1.571120e+00,7.077850e-13,3.658500e-06,2.604890e-03,7.933210e-01,2.040700e-01,4.707940e-28,6.052130e-14,5.261000e-11,1.552640e-49,1.722420e-28,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.700000e+03,2.005500e-10,1.602920e+00,1.173710e-12,4.785530e-06,2.867990e-03,7.931890e-01,2.039380e-01,1.940730e-27,1.390220e-13,9.610010e-11,1.870500e-48,6.791080e-28,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.725000e+03,3.600040e-10,1.634820e+00,1.918150e-12,6.211380e-06,3.148740e-03,7.930480e-01,2.037970e-01,7.675870e-27,3.116050e-13,1.724460e-10,2.095070e-47,2.572530e-27,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.750000e+03,6.353760e-10,1.666830e+00,3.091290e-12,8.002400e-06,3.447620e-03,7.928980e-01,2.036460e-01,2.918050e-26,6.822230e-13,3.042190e-10,2.188550e-46,9.378810e-27,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.775000e+03,1.103340e-09,1.698960e+00,4.915710e-12,1.023670e-05,3.765080e-03,7.927380e-01,2.034860e-01,1.068050e-25,1.460440e-12,5.280060e-10,2.138550e-45,3.296160e-26,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.800000e+03,1.886470e-09,1.731200e+00,7.717280e-12,1.300590e-05,4.101530e-03,7.925690e-01,2.033160e-01,3.769730e-25,3.059760e-12,9.022080e-10,1.960210e-44,1.118420e-25,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.825000e+03,3.177850e-09,1.763550e+00,1.196750e-11,1.641630e-05,4.457370e-03,7.923900e-01,2.031360e-01,1.285000e-24,6.279460e-12,1.518690e-09,1.689870e-43,3.669160e-25,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.850000e+03,5.277590e-09,1.796020e+00,1.834060e-11,2.059120e-05,4.832960e-03,7.922000e-01,2.029460e-01,4.236290e-24,1.263440e-11,2.519930e-09,1.373600e-42,1.165440e-24,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.875000e+03,8.645960e-09,1.828610e+00,2.779110e-11,2.567240e-05,5.228650e-03,7.920000e-01,2.027450e-01,1.352510e-23,2.494220e-11,4.124000e-09,1.055230e-41,3.588680e-24,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.900000e+03,1.398020e-08,1.861310e+00,4.165530e-11,3.182240e-05,5.644730e-03,7.917900e-01,2.025330e-01,4.187200e-23,4.834870e-11,6.660320e-09,7.678830e-41,1.072600e-23,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.925000e+03,2.232390e-08,1.894130e+00,6.178600e-11,3.922630e-05,6.081480e-03,7.915690e-01,2.023110e-01,1.258510e-22,9.209150e-11,1.062040e-08,5.304230e-40,3.115300e-23,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.950000e+03,3.522170e-08,1.927070e+00,9.072770e-11,4.809400e-05,6.539140e-03,7.913360e-01,2.020760e-01,3.676500e-22,1.724780e-10,1.672920e-08,3.485030e-39,8.802480e-23,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,1.975000e+03,5.493440e-08,1.960130e+00,1.319430e-10,5.866260e-05,7.017940e-03,7.910930e-01,2.018310e-01,1.045040e-21,3.178380e-10,2.604310e-08,2.182130e-38,2.422190e-22,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00
17.7828,2.000000e+03,8.464000e-08,1.993320e+00,1.901010e-10,7.119870e-05,7.518050e-03,7.908380e-01,2.015730e-01,2.889970e-21,5.759700e-10,4.003940e-08,1.301450e-37,6.489900e-22,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.025000e+03,1.282540e-07,2.026640e+00,2.714460e-10,8.600040e-05,8.039620e-03,7.905710e-01,2.013030e-01,7.744880e-21,1.021970e-09,6.052130e-08,7.333860e-37,1.686460e-21,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.050000e+03,1.923810e-07,2.060090e+00,3.842610e-10,1.034010e-04,8.582780e-03,7.902920e-01,2.010210e-01,2.025570e-20,1.787340e-09,9.052720e-08,3.959240e-36,4.280150e-21,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.075000e+03,2.857840e-07,2.093660e+00,5.394470e-10,1.237680e-04,9.147610e-03,7.900020e-01,2.007270e-01,5.174660e-20,3.082760e-09,1.340500e-07,2.050910e-35,1.061850e-20,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.100000e+03,4.206000e-07,2.127380e+00,7.512400e-10,1.475130e-04,9.734180e-03,7.896990e-01,2.004190e-01,1.292360e-19,5.246310e-09,1.965750e-07,1.020910e-34,2.577200e-20,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.125000e+03,6.135160e-07,2.161230e+00,1.038100e-09,1.750840e-04,1.034250e-02,7.893840e-01,2.000980e-01,3.157970e-19,8.813730e-09,2.855720e-07,4.890520e-34,6.124170e-20,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.150000e+03,8.872980e-07,2.195220e+00,1.423790e-09,2.069770e-04,1.097260e-02,7.890560e-01,1.997640e-01,7.555930e-19,1.462370e-08,4.111260e-07,2.257560e-33,1.425900e-19,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.175000e+03,1.272790e-06,2.229360e+00,1.938710e-09,2.437340e-04,1.162440e-02,7.887150e-01,1.994160e-01,1.771510e-18,2.397360e-08,5.867350e-07,1.005550e-32,3.255210e-19,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.200000e+03,1.811500e-06,2.263650e+00,2.621470e-09,2.859450e-04,1.229780e-02,7.883620e-01,1.990540e-01,4.072660e-18,3.884820e-08,8.303240e-07,4.327000e-32,7.291460e-19,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.225000e+03,2.558930e-06,2.298090e+00,3.520820e-09,3.342540e-04,1.299280e-02,7.879950e-01,1.986770e-01,9.187270e-18,6.225070e-08,1.165510e-06,1.800960e-31,1.603530e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.250000e+03,3.588860e-06,2.332700e+00,4.697940e-09,3.893570e-04,1.370920e-02,7.876140e-01,1.982850e-01,2.034910e-17,9.867740e-08,1.623200e-06,7.258440e-31,3.464450e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.275000e+03,4.998840e-06,2.367460e+00,6.229150e-09,4.520100e-04,1.444690e-02,7.872200e-01,1.978790e-01,4.428130e-17,1.547930e-07,2.243490e-06,2.835810e-30,7.357750e-18,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.300000e+03,6.917100e-06,2.402400e+00,8.209120e-09,5.230230e-04,1.520570e-02,7.868120e-01,1.974560e-01,9.472590e-17,2.403770e-07,3.078100e-06,1.075120e-29,1.536930e-17,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.325000e+03,9.511470e-06,2.437510e+00,1.075470e-08,6.032700e-04,1.598530e-02,7.863890e-01,1.970180e-01,1.993120e-16,3.696490e-07,4.193290e-06,3.959190e-29,3.159370e-17,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.350000e+03,1.300050e-05,2.472800e+00,1.400910e-08,6.936870e-04,1.678560e-02,7.859510e-01,1.965630e-01,4.127120e-16,5.630930e-07,5.673340e-06,1.417570e-28,6.394520e-17,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.375000e+03,1.766750e-05,2.508280e+00,1.814730e-08,7.952740e-04,1.760610e-02,7.854990e-01,1.960910e-01,8.414630e-16,8.499570e-07,7.624840e-06,4.939260e-28,1.274950e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.400000e+03,2.387850e-05,2.543960e+00,2.338210e-08,9.090980e-04,1.844660e-02,7.850310e-01,1.956020e-01,1.690090e-15,1.271650e-06,1.018170e-05,1.676250e-27,2.505320e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.425000e+03,3.210400e-05,2.579830e+00,2.997020e-08,1.036290e-03,1.930690e-02,7.845470e-01,1.950950e-01,3.345660e-15,1.886320e-06,1.351140e-05,5.545480e-27,4.854210e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.450000e+03,4.294730e-05,2.615910e+00,3.822120e-08,1.178060e-03,2.018630e-02,7.840460e-01,1.945690e-01,6.530470e-15,2.774950e-06,1.782190e-05,1.789820e-26,9.277880e-16,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.475000e+03,5.717830e-05,2.652200e+00,4.850540e-08,1.335680e-03,2.108470e-02,7.835280e-01,1.940240e-01,1.257440e-14,4.049490e-06,2.336990e-05,5.640110e-26,1.750000e-15,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.500000e+03,7.577750e-05,2.688710e+00,6.126500e-08,1.510480e-03,2.200150e-02,7.829930e-01,1.934590e-01,2.389450e-14,5.863530e-06,3.047140e-05,1.736570e-25,3.258840e-15,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.525000e+03,9.998830e-05,2.725440e+00,7.702480e-08,1.703890e-03,2.293620e-02,7.824380e-01,1.928740e-01,4.482760e-14,8.426280e-06,3.951240e-05,5.228000e-25,5.993680e-15,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.550000e+03,1.313840e-04,2.762400e+00,9.640590e-08,1.917390e-03,2.388840e-02,7.818640e-01,1.922670e-01,8.306180e-14,1.202070e-05,5.096250e-05,1.539970e-24,1.089160e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.575000e+03,1.719480e-04,2.799580e+00,1.201400e-07,2.152530e-03,2.485750e-02,7.812690e-01,1.916390e-01,1.520640e-13,1.702700e-05,6.539040e-05,4.441300e-24,1.956200e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.600000e+03,2.241750e-04,2.837000e+00,1.490860e-07,2.410950e-03,2.584280e-02,7.806510e-01,1.909880e-01,2.751560e-13,2.395250e-05,8.348130e-05,1.254880e-23,3.473830e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.625000e+03,2.911940e-04,2.874650e+00,1.842470e-07,2.694330e-03,2.684390e-02,7.800080e-01,1.903140e-01,4.922750e-13,3.347010e-05,1.060570e-04,3.475820e-23,6.101340e-14,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.650000e+03,3.769190e-04,2.912520e+00,2.267930e-07,3.004440e-03,2.786000e-02,7.793390e-01,1.896160e-01,8.710780e-13,4.646710e-05,1.340990e-04,9.443400e-23,1.060230e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.675000e+03,4.862340e-04,2.950620e+00,2.780810e-07,3.343130e-03,2.889030e-02,7.786410e-01,1.888930e-01,1.524990e-12,6.410550e-05,1.687750e-04,2.518040e-22,1.823350e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.700000e+03,6.252160e-04,2.988920e+00,3.396820e-07,3.712270e-03,2.993420e-02,7.779100e-01,1.881440e-01,2.642230e-12,8.789970e-05,2.114670e-04,6.593190e-22,3.104290e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.725000e+03,8.014110e-04,3.027420e+00,4.134060e-07,4.113840e-03,3.099080e-02,7.771420e-01,1.873690e-01,4.532100e-12,1.198110e-04,2.638050e-04,1.696120e-21,5.233620e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.750000e+03,1.024160e-03,3.066090e+00,5.013300e-07,4.549850e-03,3.205930e-02,7.763330e-01,1.865670e-01,7.697990e-12,1.623680e-04,3.277050e-04,4.289130e-21,8.739940e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.775000e+03,1.305030e-03,3.104890e+00,6.058360e-07,5.022400e-03,3.313870e-02,7.754770e-01,1.857370e-01,1.295160e-11,2.188110e-04,4.054090e-04,1.066700e-20,1.446090e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.800000e+03,1.658240e-03,3.143810e+00,7.296400e-07,5.533610e-03,3.422810e-02,7.745650e-01,1.848800e-01,2.159020e-11,2.932690e-04,4.995310e-04,2.610240e-20,2.371240e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.825000e+03,2.101320e-03,3.182770e+00,8.758300e-07,6.085680e-03,3.532630e-02,7.735900e-01,1.839930e-01,3.566850e-11,3.909880e-04,6.131080e-04,6.287560e-20,3.854370e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.850000e+03,2.655780e-03,3.221720e+00,1.047910e-06,6.680860e-03,3.643230e-02,7.725400e-01,1.830780e-01,5.841410e-11,5.185860e-04,7.496560e-04,1.491550e-19,6.211970e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.875000e+03,3.347980e-03,3.260580e+00,1.249830e-06,7.321440e-03,3.754480e-02,7.714010e-01,1.821340e-01,9.485450e-11,6.843850e-04,9.132350e-04,3.485990e-19,9.928880e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.900000e+03,4.210170e-03,3.299240e+00,1.486050e-06,8.009760e-03,3.866240e-02,7.701580e-01,1.811610e-01,1.527580e-10,8.987970e-04,1.108510e-03,8.030190e-19,1.574190e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.925000e+03,5.281730e-03,3.337600e+00,1.761570e-06,8.748210e-03,3.978380e-02,7.687900e-01,1.801610e-01,2.440350e-10,1.174790e-03,1.340840e-03,1.823900e-18,2.476200e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.950000e+03,6.610670e-03,3.375490e+00,2.081960e-06,9.539260e-03,4.090720e-02,7.672730e-01,1.791330e-01,3.868050e-10,1.528440e-03,1.616330e-03,4.086120e-18,3.865150e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,2.975000e+03,8.255450e-03,3.412730e+00,2.453450e-06,1.038540e-02,4.203100e-02,7.655780e-01,1.780810e-01,6.084280e-10,1.979610e-03,1.941950e-03,9.032460e-18,5.987900e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.000000e+03,1.028720e-02,3.449110e+00,2.882910e-06,1.128920e-02,4.315330e-02,7.636700e-01,1.770070e-01,9.499150e-10,2.552710e-03,2.325630e-03,1.970740e-17,9.208270e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.025000e+03,1.279240e-02,3.484360e+00,3.377960e-06,1.225340e-02,4.427200e-02,7.615050e-01,1.759130e-01,1.472290e-09,3.277620e-03,2.776320e-03,4.245310e-17,1.405840e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.050000e+03,1.587620e-02,3.518170e+00,3.946910e-06,1.328060e-02,4.538470e-02,7.590320e-01,1.748040e-01,2.265730e-09,4.190780e-03,3.304160e-03,9.031740e-17,2.131110e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.075000e+03,1.966620e-02,3.550160e+00,4.598850e-06,1.437380e-02,4.648890e-02,7.561890e-01,1.736860e-01,3.462520e-09,5.336410e-03,3.920570e-03,1.898120e-16,3.207930e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.100000e+03,2.431780e-02,3.579910e+00,5.343610e-06,1.553610e-02,4.758160e-02,7.529040e-01,1.725670e-01,5.255370e-09,6.767940e-03,4.638360e-03,3.941520e-16,4.795440e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.125000e+03,3.002020e-02,3.606890e+00,6.191740e-06,1.677080e-02,4.865960e-02,7.490880e-01,1.714540e-01,7.923010e-09,8.549660e-03,5.471900e-03,8.088610e-16,7.119310e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.150000e+03,3.700390e-02,3.630500e+00,7.154430e-06,1.808140e-02,4.971910e-02,7.446360e-01,1.703600e-01,1.186580e-08,1.075860e-02,6.437270e-03,1.640670e-15,1.049690e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.175000e+03,4.555100e-02,3.650060e+00,8.243410e-06,1.947190e-02,5.075600e-02,7.394270e-01,1.692980e-01,1.765440e-08,1.348630e-02,7.552380e-03,3.289690e-15,1.537040e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.200000e+03,5.600800e-02,3.664770e+00,9.470720e-06,2.094670e-02,5.176530e-02,7.333150e-01,1.682850e-01,2.609640e-08,1.684170e-02,8.837150e-03,6.520810e-15,2.235040e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.225000e+03,6.880190e-02,3.673730e+00,1.084850e-05,2.251110e-02,5.274130e-02,7.261310e-01,1.673400e-01,3.832610e-08,2.095280e-02,1.031370e-02,1.277820e-14,3.227110e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.250000e+03,8.446260e-02,3.675910e+00,1.238850e-05,2.417090e-02,5.367740e-02,7.176770e-01,1.664860e-01,5.592270e-08,2.596960e-02,1.200650e-02,2.475340e-14,4.625870e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.275000e+03,1.036530e-01,3.670200e+00,1.410150e-05,2.593300e-02,5.456550e-02,7.077250e-01,1.657530e-01,8.106740e-08,3.206660e-02,1.394270e-02,4.739730e-14,6.581500e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.300000e+03,1.272080e-01,3.655370e+00,1.599680e-05,2.780580e-02,5.539580e-02,6.960140e-01,1.651710e-01,1.167450e-07,3.944530e-02,1.615200e-02,8.969110e-14,9.291190e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.325000e+03,1.561960e-01,3.630080e+00,1.808060e-05,2.979880e-02,5.615640e-02,6.822430e-01,1.647790e-01,1.670000e-07,4.833630e-02,1.866730e-02,1.676930e-13,1.300950e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.350000e+03,1.919970e-01,3.592930e+00,2.035510e-05,3.192390e-02,5.683230e-02,6.660760e-01,1.646210e-01,2.372570e-07,5.900140e-02,2.152470e-02,3.096770e-13,1.805820e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.375000e+03,2.364280e-01,3.542500e+00,2.281630e-05,3.419480e-02,5.740460e-02,6.471350e-01,1.647450e-01,3.347080e-07,7.173420e-02,2.476350e-02,5.646300e-13,2.483400e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.400000e+03,2.919280e-01,3.477350e+00,2.545130e-05,3.662820e-02,5.784870e-02,6.250030e-01,1.652070e-01,4.687750e-07,8.686070e-02,2.842710e-02,1.015960e-12,3.380980e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.425000e+03,3.618520e-01,3.396120e+00,2.823510e-05,3.924360e-02,5.813280e-02,5.992240e-01,1.660700e-01,6.516370e-07,1.047380e-01,3.256240e-02,1.803120e-12,4.552600e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.450000e+03,4.509490e-01,3.297580e+00,3.112550e-05,4.206440e-02,5.821450e-02,5.693110e-01,1.674060e-01,8.988190e-07,1.257520e-01,3.722090e-02,3.154670e-12,6.056070e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.475000e+03,5.661820e-01,3.180710e+00,3.405660e-05,4.511770e-02,5.803740e-02,5.347470e-01,1.692920e-01,1.229810e-06,1.503120e-01,4.245830e-02,5.437560e-12,7.947010e-08,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.500000e+03,7.182080e-01,3.044750e+00,3.692920e-05,4.843560e-02,5.752460e-02,4.950000e-01,1.718190e-01,1.668660e-06,1.788470e-01,4.833530e-02,9.227760e-12,1.026770e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.525000e+03,9.242330e-01,2.889290e+00,3.959670e-05,5.205560e-02,5.656950e-02,4.495350e-01,1.750870e-01,2.244540e-06,2.117930e-01,5.491740e-02,1.540800e-11,1.302810e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.550000e+03,1.213990e+00,2.714320e+00,4.184330e-05,5.602150e-02,5.502150e-02,3.978370e-01,1.792130e-01,2.992070e-06,2.495860e-01,6.227580e-02,2.529650e-11,1.617440e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.575000e+03,1.643720e+00,2.520250e+00,4.334640e-05,6.038610e-02,5.265930e-02,3.394440e-01,1.843410e-01,3.951350e-06,2.926350e-01,7.048700e-02,4.080460e-11,1.953520e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.600000e+03,2.334180e+00,2.307860e+00,4.360740e-05,6.521370e-02,4.914020e-02,2.740070e-01,1.906540e-01,5.167110e-06,3.413030e-01,7.963380e-02,6.460830e-11,2.272800e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.625000e+03,3.599540e+00,2.078300e+00,4.179970e-05,7.058960e-02,4.388370e-02,2.014210e-01,1.984210e-01,6.686170e-06,3.958310e-01,8.980520e-02,1.002720e-10,2.497260e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.650000e+03,6.586300e+00,1.832770e+00,3.634390e-05,7.664400e-02,3.572990e-02,1.221950e-01,2.081140e-01,8.549010e-06,4.561750e-01,1.010970e-01,1.521050e-10,2.463370e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.675000e+03,2.107920e+01,1.571660e+00,2.294070e-05,8.367170e-02,2.127660e-02,3.918540e-02,2.210180e-01,1.075120e-05,5.212030e-01,1.136110e-01,2.234380e-10,1.737860e-07,0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
17.7828,3.700000e+03,2.000000e+02,1.475610e+00,6.629880e-06,9.037530e-02,5.750600e-03,2.641820e-03,2.301290e-01,1.267090e-05,5.535040e-01,1.175800e-01,2.885470e-10,5.268810e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.725000e+03,2.000000e+02,1.558530e+00,7.301200e-06,9.527080e-02,5.791370e-03,2.593560e-03,2.285870e-01,1.442180e-05,5.553690e-01,1.123660e-01,3.478800e-10,5.887530e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.750000e+03,2.000000e+02,1.641870e+00,8.030370e-06,1.003170e-01,5.829310e-03,2.546860e-03,2.268750e-01,1.638900e-05,5.570380e-01,1.073690e-01,4.185010e-10,6.570250e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.775000e+03,2.000000e+02,1.725660e+00,8.821540e-06,1.055100e-01,5.864430e-03,2.501710e-03,2.249960e-01,1.859610e-05,5.585190e-01,1.025800e-01,5.024010e-10,7.322840e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.800000e+03,2.000000e+02,1.809920e+00,9.679100e-06,1.108500e-01,5.896750e-03,2.458070e-03,2.229550e-01,2.106940e-05,5.598180e-01,9.799170e-02,6.018950e-10,8.151690e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.825000e+03,2.000000e+02,1.894680e+00,1.060770e-05,1.163310e-01,5.926270e-03,2.415930e-03,2.207570e-01,2.383730e-05,5.609400e-01,9.359600e-02,7.196780e-10,9.063710e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.850000e+03,2.000000e+02,1.979970e+00,1.161230e-05,1.219500e-01,5.953030e-03,2.375270e-03,2.184060e-01,2.693140e-05,5.618910e-01,8.938570e-02,8.588770e-10,1.006640e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.875000e+03,2.000000e+02,2.065790e+00,1.269800e-05,1.277040e-01,5.977050e-03,2.336050e-03,2.159070e-01,3.038590e-05,5.626790e-01,8.535360e-02,1.023120e-09,1.116800e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.900000e+03,2.000000e+02,2.152160e+00,1.387050e-05,1.335870e-01,5.998340e-03,2.298260e-03,2.132670e-01,3.423870e-05,5.633080e-01,8.149270e-02,1.216630e-09,1.237730e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.925000e+03,2.000000e+02,2.239080e+00,1.513540e-05,1.395950e-01,6.016950e-03,2.261880e-03,2.104900e-01,3.853110e-05,5.637860e-01,7.779630e-02,1.444270e-09,1.370390e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
17.7828,3.950000e+03,2.000000e+02,2.326580e+00,1.649910e-05,1.457210e-01,6.032890e-03,2.226880e-03,2.075830e-01,4.330810e-05,5.641180e-01,7.425790e-02,1.711690e-09,1.515820e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
