Tw_K,P_atm,M[kg/kmol],Cp[kJ/kg-K],h[kJ/kg],gamma[-],rho[kg/m3],mu[millipoise]
2650,0.1,1.036700e+01,1.395970e+01,9.958180e+03,1.167670e+00,4.767490e-03,6.645870e-01
2675,0.1,1.030590e+01,1.483820e+01,1.031800e+04,1.169160e+00,4.695090e-03,6.687520e-01
2700,0.1,1.024040e+01,1.577450e+01,1.070060e+04,1.171030e+00,4.622070e-03,6.728690e-01
2725,0.1,1.017050e+01,1.677090e+01,1.110730e+04,1.173310e+00,4.548410e-03,6.769310e-01
2750,0.1,1.009610e+01,1.782940e+01,1.153960e+04,1.175980e+00,4.474060e-03,6.809280e-01
2775,0.1,1.001690e+01,1.895150e+01,1.199930e+04,1.179050e+00,4.398990e-03,6.848540e-01
2800,0.1,9.933000e+00,2.013780e+01,1.248770e+04,1.182500e+00,4.323190e-03,6.886970e-01
2825,0.1,9.844260e+00,2.138760e+01,1.300670e+04,1.186340e+00,4.246650e-03,6.924490e-01
2850,0.1,9.750680e+00,2.269870e+01,1.355760e+04,1.190550e+00,4.169380e-03,6.960980e-01
2875,0.1,9.652290e+00,2.406650e+01,1.414210e+04,1.195110e+00,4.091420e-03,6.996360e-01
2900,0.1,9.549180e+00,2.548390e+01,1.476140e+04,1.199990e+00,4.012820e-03,7.030520e-01
2925,0.1,9.441500e+00,2.694090e+01,1.541660e+04,1.205150e+00,3.933660e-03,7.063350e-01
2950,0.1,9.329490e+00,2.842370e+01,1.610860e+04,1.210540e+00,3.854050e-03,7.094780e-01
2975,0.1,9.213440e+00,2.991550e+01,1.683790e+04,1.216090e+00,3.774130e-03,7.124710e-01
3000,0.1,9.093770e+00,3.139600e+01,1.760430e+04,1.221720e+00,3.694070e-03,7.153060e-01
3025,0.1,8.970960e+00,3.284270e+01,1.840740e+04,1.227360e+00,3.614060e-03,7.179780e-01
3050,0.1,8.845570e+00,3.423110e+01,1.924600e+04,1.232900e+00,3.534340e-03,7.204790e-01
3075,0.1,8.718230e+00,3.553650e+01,2.011830e+04,1.238240e+00,3.455140e-03,7.228060e-01
3100,0.1,8.589650e+00,3.673500e+01,2.102190e+04,1.243310e+00,3.376720e-03,7.249550e-01
3125,0.1,8.460530e+00,3.780470e+01,2.195390e+04,1.248000e+00,3.299360e-03,7.269230e-01
3150,0.1,8.331610e+00,3.872700e+01,2.291090e+04,1.252240e+00,3.223300e-03,7.287100e-01
3175,0.1,8.203620e+00,3.948730e+01,2.388890e+04,1.255980e+00,3.148790e-03,7.303170e-01
3200,0.1,8.077230e+00,4.007560e+01,2.488380e+04,1.259170e+00,3.076060e-03,7.317480e-01
3225,0.1,7.953090e+00,4.048620e+01,2.589120e+04,1.261770e+00,3.005300e-03,7.330070e-01
3250,0.1,7.831760e+00,4.071840e+01,2.690660e+04,1.263790e+00,2.936690e-03,7.341040e-01
3275,0.1,7.713760e+00,4.077510e+01,2.792570e+04,1.265210e+00,2.870360e-03,7.350480e-01
3300,0.1,7.599490e+00,4.066340e+01,2.894400e+04,1.266080e+00,2.806420e-03,7.358550e-01
3325,0.1,7.489300e+00,4.039350e+01,2.995750e+04,1.266400e+00,2.744930e-03,7.365400e-01
3350,0.1,7.383440e+00,3.997800e+01,3.096250e+04,1.266220e+00,2.685940e-03,7.371220e-01
3375,0.1,7.282100e+00,3.943190e+01,3.195530e+04,1.265590e+00,2.629450e-03,7.376220e-01
3400,0.1,7.185400e+00,3.877170e+01,3.293310e+04,1.264560e+00,2.575450e-03,7.380620e-01
3425,0.1,7.093380e+00,3.801500e+01,3.389310e+04,1.263180e+00,2.523910e-03,7.384640e-01
3450,0.1,7.006030e+00,3.717990e+01,3.483320e+04,1.261510e+00,2.474770e-03,7.388500e-01
3475,0.1,6.923290e+00,3.628430e+01,3.575160e+04,1.259610e+00,2.427950e-03,7.392430e-01
3500,0.1,6.845070e+00,3.534590e+01,3.664710e+04,1.257530e+00,2.383370e-03,7.396620e-01
3525,0.1,6.771210e+00,3.438140e+01,3.751870e+04,1.255330e+00,2.340930e-03,7.401280e-01
3550,0.1,6.701560e+00,3.340600e+01,3.836600e+04,1.253050e+00,2.300540e-03,7.406570e-01
3575,0.1,6.635930e+00,3.243330e+01,3.918900e+04,1.250750e+00,2.262080e-03,7.412640e-01
3600,0.1,6.574100e+00,3.147500e+01,3.998780e+04,1.248450e+00,2.225440e-03,7.419630e-01
3625,0.1,6.515870e+00,3.054040e+01,4.076300e+04,1.246190e+00,2.190520e-03,7.427640e-01
3650,0.1,6.461010e+00,2.963660e+01,4.151510e+04,1.244010e+00,2.157200e-03,7.436750e-01
3675,0.1,6.409310e+00,2.876830e+01,4.224510e+04,1.241920e+00,2.125380e-03,7.447050e-01
3700,0.1,6.360550e+00,2.793810e+01,4.295380e+04,1.239960e+00,2.094960e-03,7.458570e-01
3725,0.1,6.314520e+00,2.714620e+01,4.364230e+04,1.238140e+00,2.065840e-03,7.471360e-01
3750,0.1,6.271040e+00,2.639060e+01,4.431140e+04,1.236470e+00,2.037940e-03,7.485430e-01
3775,0.1,6.229920e+00,2.566790e+01,4.496210e+04,1.234980e+00,2.011160e-03,7.500790e-01
3800,0.1,6.191000e+00,2.497280e+01,4.559510e+04,1.233680e+00,1.985450e-03,7.517450e-01
3825,0.1,6.154140e+00,2.429890e+01,4.621090e+04,1.232580e+00,1.960730e-03,7.535400e-01
3850,0.1,6.119200e+00,2.363900e+01,4.681010e+04,1.231700e+00,1.936940e-03,7.554620e-01
3875,0.1,6.086080e+00,2.298540e+01,4.739290e+04,1.231050e+00,1.914030e-03,7.575090e-01
3900,0.1,6.054690e+00,2.233030e+01,4.795940e+04,1.230650e+00,1.891950e-03,7.596800e-01
3925,0.1,6.024940e+00,2.166660e+01,4.850940e+04,1.230530e+00,1.870660e-03,7.619700e-01
3950,0.1,5.996790e+00,2.098790e+01,4.904260e+04,1.230700e+00,1.850140e-03,7.643770e-01
3975,0.1,5.970180e+00,2.028940e+01,4.955860e+04,1.231190e+00,1.830340e-03,7.668980e-01
4000,0.1,5.945080e+00,1.956780e+01,5.005690e+04,1.232040e+00,1.811260e-03,7.695260e-01
200,0.177828,2.199600e+01,1.511860e+00,-7.246370e+03,1.333370e+00,2.383390e-01,9.196210e-02
225,0.177828,2.199600e+01,1.533550e+00,-7.208310e+03,1.327120e+00,2.118570e-01,1.024210e-01
250,0.177828,2.199600e+01,1.559670e+00,-7.169660e+03,1.319890e+00,1.906710e-01,1.127750e-01
275,0.177828,2.199600e+01,1.592210e+00,-7.130270e+03,1.311330e+00,1.733380e-01,1.230010e-01
300,0.177828,2.199590e+01,1.631480e+00,-7.089990e+03,1.301640e+00,1.588920e-01,1.330750e-01
325,0.177828,2.199550e+01,1.677670e+00,-7.048640e+03,1.291090e+00,1.466670e-01,1.432670e-01
350,0.177828,2.199460e+01,1.731750e+00,-7.006040e+03,1.279890e+00,1.361850e-01,1.533260e-01
375,0.177828,2.199230e+01,1.796070e+00,-6.961970e+03,1.268120e+00,1.270930e-01,1.632370e-01
400,0.177828,2.198740e+01,1.874830e+00,-6.916120e+03,1.255760e+00,1.191230e-01,1.729850e-01
425,0.177828,2.197780e+01,1.974280e+00,-6.868050e+03,1.242840e+00,1.120670e-01,1.825490e-01
450,0.177828,2.196040e+01,2.102840e+00,-6.817160e+03,1.229490e+00,1.057570e-01,1.919040e-01
475,0.177828,2.193080e+01,2.271010e+00,-6.762580e+03,1.216010e+00,1.000560e-01,2.010170e-01
500,0.177828,2.188380e+01,2.491400e+00,-6.703180e+03,1.202880e+00,9.484930e-02,2.098450e-01
525,0.177828,2.181260e+01,2.779540e+00,-6.637450e+03,1.190540e+00,9.003890e-02,2.180540e-01
550,0.177828,2.170980e+01,3.157110e+00,-6.563460e+03,1.179330e+00,8.554110e-02,2.258370e-01
575,0.177828,2.156670e+01,3.660480e+00,-6.478550e+03,1.169250e+00,8.128270e-02,2.331520e-01
600,0.177828,2.137260e+01,4.357360e+00,-6.378840e+03,1.160300e+00,7.719490e-02,2.399850e-01
625,0.177828,2.111190e+01,5.366440e+00,-6.258100e+03,1.153020e+00,7.320300e-02,2.461910e-01
650,0.177828,2.076080e+01,6.854380e+00,-6.106520e+03,1.149220e+00,6.921690e-02,2.519990e-01
675,0.177828,2.028750e+01,8.969130e+00,-5.910120e+03,1.151440e+00,6.513370e-02,2.575230e-01
700,0.177828,1.966170e+01,1.172330e+01,-5.652670e+03,1.161100e+00,6.087020e-02,2.629200e-01
725,0.177828,1.887280e+01,1.491510e+01,-5.320240e+03,1.177270e+00,5.641310e-02,2.684370e-01
750,0.177828,1.794520e+01,1.809320e+01,-4.906950e+03,1.196730e+00,5.185260e-02,2.744500e-01
775,0.177828,1.694410e+01,2.050720e+01,-4.421860e+03,1.214400e+00,4.738050e-02,2.813930e-01
800,0.177828,1.596740e+01,2.114820e+01,-3.896390e+03,1.224110e+00,4.325390e-02,2.894970e-01
825,0.177828,1.512430e+01,1.917010e+01,-3.386580e+03,1.221160e+00,3.972860e-02,2.984740e-01
850,0.177828,1.449960e+01,1.481130e+01,-2.958250e+03,1.207690e+00,3.696730e-02,3.074900e-01
875,0.177828,1.411350e+01,9.900780e+00,-2.650660e+03,1.196210e+00,3.495500e-02,3.157290e-01
900,0.177828,1.391390e+01,6.356810e+00,-2.451250e+03,1.199860e+00,3.350340e-02,3.229970e-01
925,0.177828,1.382270e+01,4.487320e+00,-2.318610e+03,1.216020e+00,3.238410e-02,3.295910e-01
950,0.177828,1.378300e+01,3.658230e+00,-2.218280e+03,1.231370e+00,3.144150e-02,3.358290e-01
975,0.177828,1.376570e+01,3.325490e+00,-2.131650e+03,1.239330e+00,3.059680e-02,3.418880e-01
1000,0.177828,1.375730e+01,3.235970e+00,-2.050040e+03,1.240280e+00,2.981370e-02,3.478440e-01
1025,0.177828,1.374980e+01,3.397060e+00,-1.967870e+03,1.232660e+00,2.907070e-02,3.534980e-01
1050,0.177828,1.373030e+01,4.182160e+00,-1.875060e+03,1.212340e+00,2.833810e-02,3.590470e-01
1075,0.177828,1.367230e+01,5.895480e+00,-1.750470e+03,1.195380e+00,2.756220e-02,3.644160e-01
1100,0.177828,1.356060e+01,7.585680e+00,-1.580680e+03,1.193730e+00,2.671580e-02,3.695630e-01
1125,0.177828,1.341220e+01,8.564670e+00,-1.377370e+03,1.197030e+00,2.583630e-02,3.745490e-01
1150,0.177828,1.324910e+01,9.000450e+00,-1.156970e+03,1.200140e+00,2.496720e-02,3.794520e-01
1175,0.177828,1.308460e+01,9.137450e+00,-9.298130e+02,1.202080e+00,2.413270e-02,3.843260e-01
1200,0.177828,1.292570e+01,9.134630e+00,-7.012460e+02,1.202680e+00,2.334290e-02,3.892020e-01
1225,0.177828,1.277530e+01,9.098710e+00,-4.733510e+02,1.201810e+00,2.260040e-02,3.941020e-01
1250,0.177828,1.263380e+01,9.110720e+00,-2.459070e+02,1.199370e+00,2.190300e-02,3.990430e-01
1275,0.177828,1.250010e+01,9.237450e+00,-1.685610e+01,1.195320e+00,2.124650e-02,4.040370e-01
1300,0.177828,1.237230e+01,9.534370e+00,2.173870e+02,1.189900e+00,2.062470e-02,4.090940e-01
1325,0.177828,1.224730e+01,1.004270e+01,4.616310e+02,1.183640e+00,2.003110e-02,4.142240e-01
1350,0.177828,1.212200e+01,1.077870e+01,7.214310e+02,1.177360e+00,1.945910e-02,4.194350e-01
1375,0.177828,1.199350e+01,1.171190e+01,1.002230e+03,1.171980e+00,1.890270e-02,4.247320e-01
1400,0.177828,1.185980e+01,1.272680e+01,1.307740e+03,1.168200e+00,1.835830e-02,4.301100e-01
1425,0.177828,1.172130e+01,1.357600e+01,1.637230e+03,1.166340e+00,1.782560e-02,4.355520e-01
1450,0.177828,1.158190e+01,1.387120e+01,1.981930e+03,1.166290e+00,1.730980e-02,4.410230e-01
1475,0.177828,1.144970e+01,1.322720e+01,2.322870e+03,1.167990e+00,1.682220e-02,4.464700e-01
1500,0.177828,1.133490e+01,1.161170e+01,2.635020e+03,1.172220e+00,1.637600e-02,4.518360e-01
1525,0.177828,1.124450e+01,9.540800e+00,2.899610e+03,1.180620e+00,1.597910e-02,4.570910e-01
1550,0.177828,1.117870e+01,7.676170e+00,3.113900e+03,1.193630e+00,1.562940e-02,4.622390e-01
1575,0.177828,1.113250e+01,6.321160e+00,3.287770e+03,1.209010e+00,1.531780e-02,4.673050e-01
1600,0.177828,1.110010e+01,5.434990e+00,3.433890e+03,1.223560e+00,1.503450e-02,4.723160e-01
1625,0.177828,1.107690e+01,4.872620e+00,3.562200e+03,1.235390e+00,1.477220e-02,4.772890e-01
1650,0.177828,1.105970e+01,4.512110e+00,3.679190e+03,1.244170e+00,1.452580e-02,4.822340e-01
1675,0.177828,1.104670e+01,4.275420e+00,3.788830e+03,1.250340e+00,1.429220e-02,4.871570e-01
1700,0.177828,1.103660e+01,4.116690e+00,3.893610e+03,1.254500e+00,1.406920e-02,4.920610e-01
1725,0.177828,1.102870e+01,4.009240e+00,3.995090e+03,1.257150e+00,1.385530e-02,4.969470e-01
1750,0.177828,1.102220e+01,3.937280e+00,4.094360e+03,1.258640e+00,1.364940e-02,5.018160e-01
1775,0.177828,1.101690e+01,3.891080e+00,4.192170e+03,1.259240e+00,1.345070e-02,5.066690e-01
1800,0.177828,1.101240e+01,3.864490e+00,4.289080e+03,1.259130e+00,1.325840e-02,5.115080e-01
1825,0.177828,1.100850e+01,3.853500e+00,4.385520e+03,1.258430e+00,1.307220e-02,5.163310e-01
1850,0.177828,1.100500e+01,3.855450e+00,4.481860e+03,1.257250e+00,1.289140e-02,5.211410e-01
1875,0.177828,1.100180e+01,3.868600e+00,4.578390e+03,1.255650e+00,1.271580e-02,5.259370e-01
1900,0.177828,1.099860e+01,3.891810e+00,4.675370e+03,1.253680e+00,1.254490e-02,5.307200e-01
1925,0.177828,1.099560e+01,3.924440e+00,4.773060e+03,1.251390e+00,1.237850e-02,5.354900e-01
1950,0.177828,1.099240e+01,3.966120e+00,4.871670e+03,1.248800e+00,1.221630e-02,5.402490e-01
1975,0.177828,1.098910e+01,4.016790e+00,4.971440e+03,1.245950e+00,1.205810e-02,5.449960e-01
2000,0.177828,1.098560e+01,4.076550e+00,5.072590e+03,1.242870e+00,1.190360e-02,5.497310e-01
2025,0.177828,1.098180e+01,4.145690e+00,5.175340e+03,1.239560e+00,1.175250e-02,5.542910e-01
2050,0.177828,1.097770e+01,4.224610e+00,5.279950e+03,1.236070e+00,1.160480e-02,5.588380e-01
2075,0.177828,1.097300e+01,4.313830e+00,5.386660e+03,1.232410e+00,1.146010e-02,5.633720e-01
2100,0.177828,1.096780e+01,4.413960e+00,5.495730e+03,1.228610e+00,1.131840e-02,5.678930e-01
2125,0.177828,1.096210e+01,4.525700e+00,5.607460e+03,1.224700e+00,1.117930e-02,5.724020e-01
2150,0.177828,1.095560e+01,4.649820e+00,5.722120e+03,1.220700e+00,1.104280e-02,5.769000e-01
2175,0.177828,1.094840e+01,4.787130e+00,5.840060e+03,1.216660e+00,1.090870e-02,5.813870e-01
2200,0.177828,1.094030e+01,4.938550e+00,5.961600e+03,1.212600e+00,1.077670e-02,5.858630e-01
2225,0.177828,1.093120e+01,5.105000e+00,6.087110e+03,1.208550e+00,1.064680e-02,5.903280e-01
2250,0.177828,1.092110e+01,5.287490e+00,6.216980e+03,1.204550e+00,1.051880e-02,5.947840e-01
2275,0.177828,1.090980e+01,5.487070e+00,6.351630e+03,1.200640e+00,1.039250e-02,5.992310e-01
2300,0.177828,1.089730e+01,5.704820e+00,6.491490e+03,1.196840e+00,1.026770e-02,6.036690e-01
2325,0.177828,1.088340e+01,5.941880e+00,6.637030e+03,1.193180e+00,1.014430e-02,6.080980e-01
2350,0.177828,1.086800e+01,6.199450e+00,6.788750e+03,1.189700e+00,1.002220e-02,6.125180e-01
2375,0.177828,1.085090e+01,6.478730e+00,6.947180e+03,1.186420e+00,9.901130e-03,6.169300e-01
2400,0.177828,1.083210e+01,6.781020e+00,7.112880e+03,1.183370e+00,9.781050e-03,6.213340e-01
2425,0.177828,1.081150e+01,7.107620e+00,7.286440e+03,1.180570e+00,9.661760e-03,6.257290e-01
2450,0.177828,1.078890e+01,7.459900e+00,7.468470e+03,1.178030e+00,9.543140e-03,6.301150e-01
2475,0.177828,1.076410e+01,7.839280e+00,7.659660e+03,1.175780e+00,9.425030e-03,6.344920e-01
2500,0.177828,1.073700e+01,8.247230e+00,7.860680e+03,1.173820e+00,9.307310e-03,6.388590e-01
2525,0.177828,1.070750e+01,8.685260e+00,8.072270e+03,1.172170e+00,9.189830e-03,6.432150e-01
2550,0.177828,1.067540e+01,9.154950e+00,8.295200e+03,1.170850e+00,9.072470e-03,6.475580e-01
2575,0.177828,1.064060e+01,9.657960e+00,8.530290e+03,1.169850e+00,8.955100e-03,6.518880e-01
2600,0.177828,1.060290e+01,1.019600e+01,8.778390e+03,1.169190e+00,8.837600e-03,6.562020e-01
2625,0.177828,1.056230e+01,1.077080e+01,9.040400e+03,1.168860e+00,8.719850e-03,6.604970e-01
2650,0.177828,1.051840e+01,1.138420e+01,9.317250e+03,1.168890e+00,8.601740e-03,6.647710e-01
2675,0.177828,1.047130e+01,1.203820e+01,9.609950e+03,1.169260e+00,8.483150e-03,6.690200e-01
2700,0.177828,1.042070e+01,1.273460e+01,9.919520e+03,1.169970e+00,8.364000e-03,6.732410e-01
2725,0.177828,1.036650e+01,1.347540e+01,1.024700e+04,1.171050e+00,8.244180e-03,6.774280e-01
2750,0.177828,1.030860e+01,1.426260e+01,1.059370e+04,1.172470e+00,8.123610e-03,6.815780e-01
2775,0.177828,1.024690e+01,1.509800e+01,1.096060e+04,1.174260e+00,8.002210e-03,6.856830e-01
2800,0.177828,1.018120e+01,1.598320e+01,1.134900e+04,1.176400e+00,7.879920e-03,6.897380e-01
2825,0.177828,1.011140e+01,1.691980e+01,1.176020e+04,1.178890e+00,7.756680e-03,6.937350e-01
2850,0.177828,1.003750e+01,1.790870e+01,1.219540e+04,1.181740e+00,7.632440e-03,6.976680e-01
2875,0.177828,9.959400e+00,1.895030e+01,1.265600e+04,1.184950e+00,7.507190e-03,7.015290e-01
2900,0.177828,9.877020e+00,2.004390e+01,1.314340e+04,1.188490e+00,7.380910e-03,7.053080e-01
2925,0.177828,9.790360e+00,2.118780e+01,1.365870e+04,1.192380e+00,7.253620e-03,7.089990e-01
2950,0.177828,9.699440e+00,2.237890e+01,1.420310e+04,1.196580e+00,7.125360e-03,7.125910e-01
2975,0.177828,9.604330e+00,2.361200e+01,1.477800e+04,1.201070e+00,6.996200e-03,7.160780e-01
3000,0.177828,9.505140e+00,2.488010e+01,1.538400e+04,1.205840e+00,6.866240e-03,7.194500e-01
3025,0.177828,9.402020e+00,2.617370e+01,1.602220e+04,1.210830e+00,6.735630e-03,7.226990e-01
3050,0.177828,9.295220e+00,2.748100e+01,1.669280e+04,1.216000e+00,6.604530e-03,7.258180e-01
3075,0.177828,9.185030e+00,2.878780e+01,1.739620e+04,1.221290e+00,6.473170e-03,7.288000e-01
3100,0.177828,9.071790e+00,3.007830e+01,1.813210e+04,1.226640e+00,6.341810e-03,7.316390e-01
3125,0.177828,8.955950e+00,3.133460e+01,1.889980e+04,1.231980e+00,6.210740e-03,7.343290e-01
3150,0.177828,8.837970e+00,3.253860e+01,1.969840e+04,1.237220e+00,6.080290e-03,7.368660e-01
3175,0.177828,8.718400e+00,3.367180e+01,2.052620e+04,1.242280e+00,5.950790e-03,7.392450e-01
3200,0.177828,8.597790e+00,3.471680e+01,2.138120e+04,1.247100e+00,5.822620e-03,7.414630e-01
3225,0.177828,8.476740e+00,3.565770e+01,2.226120e+04,1.251610e+00,5.696140e-03,7.435190e-01
3250,0.177828,8.355830e+00,3.648090e+01,2.316320e+04,1.255740e+00,5.571710e-03,7.454120e-01
3275,0.177828,8.235660e+00,3.717570e+01,2.408410e+04,1.259440e+00,5.449660e-03,7.471410e-01
3300,0.177828,8.116780e+00,3.773430e+01,2.502080e+04,1.262670e+00,5.330300e-03,7.487090e-01
3325,0.177828,7.999710e+00,3.815220e+01,2.596970e+04,1.265420e+00,5.213920e-03,7.501200e-01
3350,0.177828,7.884930e+00,3.842800e+01,2.692720e+04,1.267650e+00,5.100760e-03,7.513800e-01
3375,0.177828,7.772860e+00,3.856300e+01,2.788990e+04,1.269390e+00,4.991020e-03,7.524970e-01
3400,0.177828,7.663860e+00,3.856140e+01,2.885420e+04,1.270620e+00,4.884840e-03,7.534810e-01
3425,0.177828,7.558240e+00,3.842960e+01,2.981690e+04,1.271380e+00,4.782360e-03,7.543450e-01
3450,0.177828,7.456220e+00,3.817590e+01,3.077470e+04,1.271680e+00,4.683620e-03,7.551050e-01
3475,0.177828,7.358010e+00,3.781020e+01,3.172470e+04,1.271550e+00,4.588680e-03,7.557750e-01
3500,0.177828,7.263730e+00,3.734390e+01,3.266440e+04,1.271050e+00,4.497530e-03,7.563740e-01
3525,0.177828,7.173460e+00,3.678910e+01,3.359120e+04,1.270200e+00,4.410130e-03,7.569200e-01
3550,0.177828,7.087220e+00,3.615870e+01,3.450320e+04,1.269050e+00,4.326430e-03,7.574330e-01
3575,0.177828,7.005000e+00,3.546570e+01,3.539860e+04,1.267650e+00,4.246340e-03,7.579320e-01
3600,0.177828,6.926770e+00,3.472320e+01,3.627610e+04,1.266030e+00,4.169750e-03,7.584350e-01
3625,0.177828,6.852430e+00,3.394380e+01,3.713450e+04,1.264250e+00,4.096560e-03,7.589590e-01
3650,0.177828,6.781890e+00,3.313930e+01,3.797310e+04,1.262350e+00,4.026610e-03,7.595220e-01
3675,0.177828,6.715010e+00,3.232090e+01,3.879130e+04,1.260370e+00,3.959780e-03,7.601390e-01
3700,0.177828,6.651650e+00,3.149820e+01,3.958910e+04,1.258340e+00,3.895920e-03,7.608230e-01
3725,0.177828,6.591650e+00,3.067970e+01,4.036630e+04,1.256310e+00,3.834860e-03,7.615870e-01
3750,0.177828,6.534850e+00,2.987220e+01,4.112310e+04,1.254290e+00,3.776470e-03,7.624400e-01
3775,0.177828,6.481070e+00,2.908100e+01,4.186000e+04,1.252320e+00,3.720590e-03,7.633920e-01
3800,0.177828,6.430160e+00,2.830960e+01,4.257740e+04,1.250430e+00,3.667080e-03,7.644500e-01
3825,0.177828,6.381940e+00,2.756000e+01,4.327570e+04,1.248640e+00,3.615790e-03,7.656190e-01
3850,0.177828,6.336250e+00,2.683250e+01,4.395550e+04,1.246960e+00,3.566600e-03,7.669030e-01
3875,0.177828,6.292950e+00,2.612620e+01,4.461750e+04,1.245420e+00,3.519370e-03,7.683070e-01
3900,0.177828,6.251880e+00,2.543860e+01,4.526200e+04,1.244030e+00,3.473990e-03,7.698310e-01
3925,0.177828,6.212930e+00,2.476650e+01,4.588950e+04,1.242810e+00,3.430350e-03,7.714780e-01
3950,0.177828,6.175960e+00,2.410540e+01,4.650040e+04,1.241770e+00,3.388360e-03,7.732470e-01
3975,0.177828,6.140870e+00,2.345060e+01,4.709490e+04,1.240930e+00,3.347920e-03,7.751380e-01
4000,0.177828,6.107580e+00,2.279720e+01,4.767300e+04,1.240300e+00,3.308960e-03,7.771500e-01
200,0.316228,2.199600e+01,1.511860e+00,-7.246370e+03,1.333370e+00,4.238340e-01,9.196210e-02
225,0.316228,2.199600e+01,1.533550e+00,-7.208310e+03,1.327120e+00,3.767410e-01,1.024210e-01
250,0.316228,2.199600e+01,1.559650e+00,-7.169660e+03,1.319890e+00,3.390670e-01,1.127750e-01
275,0.316228,2.199600e+01,1.592130e+00,-7.130270e+03,1.311350e+00,3.082430e-01,1.230010e-01
