Tw_K,P_bar,M[kg/kmol],Cp[kJ/kg-K],h[J/kg],gamma[-],rho[kg/m3],mu[millipoise]
2325,0.00180184,1.141050e+01,2.436590e+01,1.100060e+07,1.158830e+00,1.063560e-04,6.220410e-01
2350,0.00180184,1.125690e+01,2.707730e+01,1.164310e+07,1.165030e+00,1.038090e-04,6.257020e-01
2375,0.00180184,1.108880e+01,3.006940e+01,1.235680e+07,1.172210e+00,1.011820e-04,6.291570e-01
2400,0.00180184,1.090580e+01,3.332190e+01,1.314870e+07,1.180290e+00,9.847580e-05,6.323840e-01
2425,0.00180184,1.070830e+01,3.678290e+01,1.402470e+07,1.189120e+00,9.569540e-05,6.353620e-01
2450,0.00180184,1.049710e+01,4.036210e+01,1.498880e+07,1.198420e+00,9.285060e-05,6.380780e-01
2475,0.00180184,1.027380e+01,4.393020e+01,1.604270e+07,1.207840e+00,8.995800e-05,6.405240e-01
2500,0.00180184,1.004100e+01,4.732770e+01,1.718390e+07,1.216940e+00,8.704040e-05,6.427000e-01
2525,0.00180184,9.801870e+00,5.038230e+01,1.840620e+07,1.225240e+00,8.412580e-05,6.446070e-01
2550,0.00180184,9.560000e+00,5.293190e+01,1.969880e+07,1.232310e+00,8.124550e-05,6.462490e-01
2575,0.00180184,9.319280e+00,5.484580e+01,2.104750e+07,1.237840e+00,7.843090e-05,6.476310e-01
2600,0.00180184,9.083430e+00,5.604030e+01,2.243510e+07,1.241620e+00,7.571090e-05,6.487580e-01
2625,0.00180184,8.855740e+00,5.648490e+01,2.384320e+07,1.243610e+00,7.311010e-05,6.496390e-01
2650,0.00180184,8.638890e+00,5.619840e+01,2.525330e+07,1.243880e+00,7.064700e-05,6.502900e-01
2675,0.00180184,8.434850e+00,5.524080e+01,2.664760e+07,1.242610e+00,6.833380e-05,6.507380e-01
2700,0.00180184,8.244940e+00,5.370170e+01,2.801040e+07,1.240040e+00,6.617680e-05,6.510180e-01
2725,0.00180184,8.069820e+00,5.168890e+01,2.932870e+07,1.236440e+00,6.417700e-05,6.511790e-01
2750,0.00180184,7.909650e+00,4.931930e+01,3.059190e+07,1.232090e+00,6.233130e-05,6.512740e-01
2775,0.00180184,7.764120e+00,4.671100e+01,3.179270e+07,1.227260e+00,6.063330e-05,6.513610e-01
2800,0.00180184,7.632640e+00,4.397710e+01,3.292640e+07,1.222210e+00,5.907430e-05,6.514940e-01
2825,0.00180184,7.514330e+00,4.122090e+01,3.399130e+07,1.217150e+00,5.764390e-05,6.517210e-01
2850,0.00180184,7.408180e+00,3.853280e+01,3.498800e+07,1.212240e+00,5.633110e-05,6.520820e-01
2875,0.00180184,7.313070e+00,3.598740e+01,3.591920e+07,1.207610e+00,5.512440e-05,6.526070e-01
2900,0.00180184,7.227840e+00,3.364320e+01,3.678910e+07,1.203330e+00,5.401230e-05,6.533160e-01
2925,0.00180184,7.151320e+00,3.154280e+01,3.760340e+07,1.199430e+00,5.298370e-05,6.542170e-01
2950,0.00180184,7.082380e+00,2.971340e+01,3.836850e+07,1.195890e+00,5.202830e-05,6.553120e-01
2975,0.00180184,7.019940e+00,2.816920e+01,3.909140e+07,1.192670e+00,5.113620e-05,6.565960e-01
3000,0.00180184,6.962970e+00,2.691330e+01,3.977940e+07,1.189720e+00,5.029860e-05,6.580590e-01
3025,0.00180184,6.910570e+00,2.593940e+01,4.043940e+07,1.186990e+00,4.950740e-05,6.596880e-01
3050,0.00180184,6.861870e+00,2.523420e+01,4.107860e+07,1.184440e+00,4.875560e-05,6.614690e-01
3075,0.00180184,6.816130e+00,2.477810e+01,4.170320e+07,1.182050e+00,4.803690e-05,6.633850e-01
3100,0.00180184,6.772690e+00,2.454680e+01,4.231930e+07,1.179830e+00,4.734580e-05,6.654220e-01
3125,0.00180184,6.730970e+00,2.451200e+01,4.293220e+07,1.177810e+00,4.667770e-05,6.675660e-01
3150,0.00180184,6.690510e+00,2.464080e+01,4.354630e+07,1.176030e+00,4.602890e-05,6.698060e-01
3175,0.00180184,6.650920e+00,2.489690e+01,4.416530e+07,1.174530e+00,4.539630e-05,6.721330e-01
3200,0.00180184,6.611900e+00,2.523950e+01,4.479190e+07,1.173350e+00,4.477740e-05,6.745370e-01
3225,0.00180184,6.573260e+00,2.562390e+01,4.542760e+07,1.172500e+00,4.417060e-05,6.770160e-01
3250,0.00180184,6.534880e+00,2.600120e+01,4.607300e+07,1.171990e+00,4.357490e-05,6.795660e-01
3275,0.00180184,6.496750e+00,2.631970e+01,4.672720e+07,1.171820e+00,4.299000e-05,6.821870e-01
3300,0.00180184,6.458950e+00,2.652560e+01,4.738810e+07,1.171960e+00,4.241600e-05,6.848830e-01
3325,0.00180184,6.421630e+00,2.656630e+01,4.805210e+07,1.172390e+00,4.185390e-05,6.876560e-01
3350,0.00180184,6.385040e+00,2.639370e+01,4.871460e+07,1.173100e+00,4.130480e-05,6.905120e-01
3375,0.00180184,6.349470e+00,2.596910e+01,4.936970e+07,1.174090e+00,4.077050e-05,6.934570e-01
3400,0.00180184,6.315270e+00,2.526860e+01,5.001070e+07,1.175400e+00,4.025270e-05,6.964960e-01
3425,0.00180184,6.282780e+00,2.428840e+01,5.063080e+07,1.177100e+00,3.975330e-05,6.996340e-01
3450,0.00180184,6.252340e+00,2.304750e+01,5.122300e+07,1.179330e+00,3.927400e-05,7.028720e-01
3475,0.00180184,6.224230e+00,2.158810e+01,5.178130e+07,1.182270e+00,3.881620e-05,7.062080e-01
3500,0.00180184,6.198660e+00,1.997180e+01,5.230110e+07,1.186150e+00,3.838060e-05,7.096400e-01
3525,0.00180184,6.175740e+00,1.827150e+01,5.277920e+07,1.191220e+00,3.796750e-05,7.131590e-01
3550,0.00180184,6.155480e+00,1.656210e+01,5.321460e+07,1.197730e+00,3.757640e-05,7.167560e-01
3575,0.00180184,6.137790e+00,1.491040e+01,5.360780e+07,1.205920e+00,3.720640e-05,7.204200e-01
3600,0.00180184,6.122510e+00,1.336890e+01,5.396100e+07,1.215930e+00,3.685610e-05,7.241370e-01
3625,0.00180184,6.109420e+00,1.197170e+01,5.427740e+07,1.227850e+00,3.652370e-05,7.278970e-01
3650,0.00180184,6.098290e+00,1.073600e+01,5.456100e+07,1.241610e+00,3.620740e-05,7.316890e-01
3675,0.00180184,6.088850e+00,9.664280e+00,5.481560e+07,1.257070e+00,3.590540e-05,7.355040e-01
3700,0.00180184,6.080880e+00,8.748850e+00,5.504550e+07,1.273940e+00,3.561610e-05,7.393340e-01
3725,0.00180184,6.074140e+00,7.975740e+00,5.525420e+07,1.291870e+00,3.533790e-05,7.431720e-01
3750,0.00180184,6.068440e+00,7.328060e+00,5.544530e+07,1.310440e+00,3.506940e-05,7.470150e-01
3775,0.00180184,6.063620e+00,6.788350e+00,5.562160e+07,1.329240e+00,3.480940e-05,7.508600e-01
3800,0.00180184,6.059530e+00,6.340060e+00,5.578550e+07,1.347840e+00,3.455710e-05,7.547030e-01
3825,0.00180184,6.056040e+00,5.968330e+00,5.593920e+07,1.365870e+00,3.431140e-05,7.585450e-01
3850,0.00180184,6.053050e+00,5.660320e+00,5.608440e+07,1.383030e+00,3.407180e-05,7.623820e-01
3875,0.00180184,6.050480e+00,5.405190e+00,5.622260e+07,1.399070e+00,3.383770e-05,7.662170e-01
3900,0.00180184,6.048270e+00,5.193970e+00,5.635510e+07,1.413810e+00,3.360850e-05,7.700470e-01
3925,0.00180184,6.046350e+00,5.019350e+00,5.648270e+07,1.427130e+00,3.338380e-05,7.738740e-01
3950,0.00180184,6.044670e+00,4.875430e+00,5.660630e+07,1.438950e+00,3.316330e-05,7.776970e-01
3975,0.00180184,6.043200e+00,4.757510e+00,5.672660e+07,1.449230e+00,3.294670e-05,7.815170e-01
4000,0.00180184,6.041900e+00,4.661880e+00,5.684430e+07,1.457960e+00,3.273370e-05,7.853340e-01
200,0.00320418,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,4.962240e-03,8.941740e-02
225,0.00320418,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,4.410880e-03,9.938210e-02
250,0.00320418,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,3.969790e-03,1.092570e-01
275,0.00320418,2.575290e+01,1.431000e+00,-5.837300e+06,1.291350e+00,3.608900e-03,1.190290e-01
300,0.00320418,2.575280e+01,1.479040e+00,-5.800940e+06,1.279280e+00,3.308160e-03,1.286830e-01
325,0.00320418,2.575250e+01,1.534560e+00,-5.763290e+06,1.266670e+00,3.053650e-03,1.385840e-01
350,0.00320418,2.575090e+01,1.606850e+00,-5.724080e+06,1.252530e+00,2.835350e-03,1.484150e-01
375,0.00320418,2.574420e+01,1.727060e+00,-5.682560e+06,1.233950e+00,2.645640e-03,1.581790e-01
400,0.00320418,2.572110e+01,1.975740e+00,-5.636680e+06,1.206970e+00,2.478060e-03,1.678960e-01
425,0.00320418,2.565300e+01,2.524870e+00,-5.581310e+06,1.172230e+00,2.326120e-03,1.776380e-01
450,0.00320418,2.548010e+01,3.674370e+00,-5.505460e+06,1.140430e+00,2.182080e-03,1.875540e-01
475,0.00320418,2.510030e+01,5.798180e+00,-5.389410e+06,1.123700e+00,2.036420e-03,1.978970e-01
500,0.00320418,2.439620e+01,8.969340e+00,-5.206490e+06,1.124570e+00,1.880330e-03,2.089270e-01
525,0.00320418,2.335000e+01,1.203070e+01,-4.941280e+06,1.135360e+00,1.713990e-03,2.202320e-01
550,0.00320418,2.219650e+01,1.230700e+01,-4.628610e+06,1.141890e+00,1.555260e-03,2.314090e-01
575,0.00320418,2.133100e+01,8.650240e+00,-4.360050e+06,1.139420e+00,1.429630e-03,2.414410e-01
600,0.00320418,2.087100e+01,7.257110e+00,-4.179060e+06,1.138100e+00,1.340520e-03,2.499410e-01
625,0.00320418,2.033090e+01,1.004200e+01,-3.961390e+06,1.142090e+00,1.253600e-03,2.577670e-01
650,0.00320418,1.970780e+01,9.551110e+00,-3.705660e+06,1.146450e+00,1.168440e-03,2.656710e-01
675,0.00320418,1.931590e+01,5.542490e+00,-3.516070e+06,1.155800e+00,1.102790e-03,2.734310e-01
700,0.00320418,1.916690e+01,4.139260e+00,-3.404900e+06,1.167350e+00,1.055210e-03,2.807490e-01
725,0.00320418,1.900030e+01,5.919800e+00,-3.280210e+06,1.149430e+00,1.009960e-03,2.876060e-01
750,0.00320418,1.873820e+01,7.419550e+00,-3.112640e+06,1.147030e+00,9.628280e-04,2.940880e-01
775,0.00320418,1.840880e+01,8.676070e+00,-2.911140e+06,1.149470e+00,9.153880e-04,3.002790e-01
800,0.00320418,1.802900e+01,9.790440e+00,-2.679990e+06,1.153930e+00,8.684880e-04,3.062150e-01
825,0.00320418,1.761460e+01,1.070920e+01,-2.423240e+06,1.159250e+00,8.228120e-04,3.119230e-01
850,0.00320418,1.718350e+01,1.134250e+01,-2.146910e+06,1.164530e+00,7.790650e-04,3.174440e-01
875,0.00320418,1.675490e+01,1.161430e+01,-1.859150e+06,1.169090e+00,7.379320e-04,3.228280e-01
900,0.00320418,1.634730e+01,1.149620e+01,-1.569460e+06,1.172540e+00,6.999790e-04,3.281340e-01
925,0.00320418,1.597520e+01,1.102480e+01,-1.287300e+06,1.174850e+00,6.655570e-04,3.334230e-01
950,0.00320418,1.564770e+01,1.029550e+01,-1.020380e+06,1.176280e+00,6.347610e-04,3.387450e-01
975,0.00320418,1.536840e+01,9.437740e+00,-7.735940e+05,1.177150e+00,6.074440e-04,3.441350e-01
1000,0.00320418,1.513540e+01,8.584360e+00,-5.484560e+05,1.177590e+00,5.832800e-04,3.496160e-01
1025,0.00320418,1.494350e+01,7.850470e+00,-3.433760e+05,1.177310e+00,5.618360e-04,3.549760e-01
1050,0.00320418,1.478500e+01,7.330890e+00,-1.541430e+05,1.175480e+00,5.426420e-04,3.604270e-01
1075,0.00320418,1.465120e+01,7.106750e+00,2.562980e+04,1.170970e+00,5.252260e-04,3.659710e-01
1100,0.00320418,1.453260e+01,7.260640e+00,2.043410e+05,1.163140e+00,5.091340e-04,3.716140e-01
1125,0.00320418,1.441900e+01,7.890860e+00,3.926240e+05,1.152650e+00,4.939310e-04,3.773740e-01
1150,0.00320418,1.429950e+01,9.119520e+00,6.038650e+05,1.141620e+00,4.791850e-04,3.832790e-01
1175,0.00320418,1.416160e+01,1.108260e+01,8.547290e+05,1.132700e+00,4.644690e-04,3.893660e-01
1200,0.00320418,1.399270e+01,1.387040e+01,1.164920e+06,1.127890e+00,4.493670e-04,3.956740e-01
1225,0.00320418,1.378170e+01,1.733920e+01,1.554100e+06,1.127800e+00,4.335590e-04,4.022230e-01
1250,0.00320418,1.352650e+01,2.067240e+01,2.031120e+06,1.131120e+00,4.170200e-04,4.089700e-01
1275,0.00320418,1.324650e+01,2.187900e+01,2.570190e+06,1.134200e+00,4.003820e-04,4.157570e-01
1300,0.00320418,1.299080e+01,1.883580e+01,3.088530e+06,1.134100e+00,3.851010e-04,4.223160e-01
1325,0.00320418,1.281040e+01,1.287290e+01,3.486630e+06,1.137140e+00,3.725880e-04,4.284370e-01
1350,0.00320418,1.271170e+01,7.929930e+00,3.741780e+06,1.155690e+00,3.628700e-04,4.341510e-01
1375,0.00320418,1.266490e+01,5.304340e+00,3.903030e+06,1.188120e+00,3.549620e-04,4.396170e-01
1400,0.00320418,1.264320e+01,4.156810e+00,4.019230e+06,1.218240e+00,3.480240e-04,4.449590e-01
1425,0.00320418,1.263230e+01,3.679960e+00,4.116330e+06,1.236730e+00,3.416250e-04,4.502350e-01
1450,0.00320418,1.262620e+01,3.480180e+00,4.205480e+06,1.245630e+00,3.355730e-04,4.554700e-01
1475,0.00320418,1.262240e+01,3.396260e+00,4.291280e+06,1.249180e+00,3.297860e-04,4.606730e-01
1500,0.00320418,1.261980e+01,3.364360e+00,4.375720e+06,1.250060e+00,3.242220e-04,4.658490e-01
1525,0.00320418,1.261770e+01,3.358770e+00,4.459710e+06,1.249540e+00,3.188540e-04,4.710000e-01
1550,0.00320418,1.261590e+01,3.368840e+00,4.543780e+06,1.248200e+00,3.136670e-04,4.761270e-01
1575,0.00320418,1.261420e+01,3.390120e+00,4.628250e+06,1.246300e+00,3.086470e-04,4.812310e-01
1600,0.00320418,1.261250e+01,3.420900e+00,4.713370e+06,1.243950e+00,3.037830e-04,4.863130e-01
1625,0.00320418,1.261060e+01,3.460810e+00,4.799370e+06,1.241180e+00,2.990650e-04,4.913740e-01
1650,0.00320418,1.260850e+01,3.510190e+00,4.886490e+06,1.238030e+00,2.944850e-04,4.964140e-01
1675,0.00320418,1.260610e+01,3.569860e+00,4.974970e+06,1.234480e+00,2.900330e-04,5.014340e-01
1700,0.00320418,1.260320e+01,3.641000e+00,5.065080e+06,1.230550e+00,2.857020e-04,5.064360e-01
1725,0.00320418,1.259970e+01,3.725050e+00,5.157120e+06,1.226240e+00,2.814830e-04,5.114190e-01
1750,0.00320418,1.259550e+01,3.823740e+00,5.251450e+06,1.221560e+00,2.773700e-04,5.163840e-01
1775,0.00320418,1.259050e+01,3.939010e+00,5.348450e+06,1.216550e+00,2.733540e-04,5.213310e-01
1800,0.00320418,1.258450e+01,4.073060e+00,5.448560e+06,1.211250e+00,2.694290e-04,5.262630e-01
1825,0.00320418,1.257730e+01,4.228350e+00,5.552280e+06,1.205700e+00,2.655870e-04,5.311780e-01
1850,0.00320418,1.256870e+01,4.407560e+00,5.660170e+06,1.199960e+00,2.618200e-04,5.360780e-01
1875,0.00320418,1.255860e+01,4.613660e+00,5.772880e+06,1.194120e+00,2.581210e-04,5.409630e-01
1900,0.00320418,1.254670e+01,4.849860e+00,5.891110e+06,1.188250e+00,2.544830e-04,5.458330e-01
1925,0.00320418,1.253270e+01,5.119700e+00,6.015650e+06,1.182450e+00,2.508970e-04,5.506890e-01
1950,0.00320418,1.251630e+01,5.426990e+00,6.147400e+06,1.176790e+00,2.473570e-04,5.555320e-01
1975,0.00320418,1.249730e+01,5.775890e+00,6.287350e+06,1.171370e+00,2.438540e-04,5.603600e-01
2000,0.00320418,1.247520e+01,6.170920e+00,6.436580e+06,1.166270e+00,2.403810e-04,5.651750e-01
2025,0.00320418,1.244970e+01,6.617020e+00,6.596320e+06,1.161550e+00,2.369280e-04,5.698330e-01
2050,0.00320418,1.242040e+01,7.119580e+00,6.767900e+06,1.157280e+00,2.334880e-04,5.744730e-01
2075,0.00320418,1.238690e+01,7.684530e+00,6.952820e+06,1.153530e+00,2.300520e-04,5.790940e-01
2100,0.00320418,1.234860e+01,8.318410e+00,7.152700e+06,1.150320e+00,2.266110e-04,5.836940e-01
2125,0.00320418,1.230520e+01,9.028520e+00,7.369370e+06,1.147710e+00,2.231570e-04,5.882710e-01
2150,0.00320418,1.225600e+01,9.823050e+00,7.604830e+06,1.145710e+00,2.196800e-04,5.928200e-01
2175,0.00320418,1.220050e+01,1.071130e+01,7.861310e+06,1.144370e+00,2.161720e-04,5.973370e-01
2200,0.00320418,1.213800e+01,1.170370e+01,8.141270e+06,1.143690e+00,2.126220e-04,6.018160e-01
2225,0.00320418,1.206810e+01,1.281250e+01,8.447460e+06,1.143700e+00,2.090210e-04,6.062490e-01
2250,0.00320418,1.198990e+01,1.405140e+01,8.782970e+06,1.144430e+00,2.053600e-04,6.106270e-01
2275,0.00320418,1.190290e+01,1.543630e+01,9.151250e+06,1.145900e+00,2.016290e-04,6.149370e-01
2300,0.00320418,1.180620e+01,1.698480e+01,9.556150e+06,1.148140e+00,1.978170e-04,6.191650e-01
2325,0.00320418,1.169910e+01,1.871620e+01,1.000200e+07,1.151180e+00,1.939160e-04,6.232960e-01
2350,0.00320418,1.158100e+01,2.065000e+01,1.049360e+07,1.155070e+00,1.899150e-04,6.273090e-01
2375,0.00320418,1.145090e+01,2.280460e+01,1.103640e+07,1.159840e+00,1.858050e-04,6.311860e-01
2400,0.00320418,1.130830e+01,2.519340e+01,1.163580e+07,1.165510e+00,1.815810e-04,6.349020e-01
2425,0.00320418,1.115270e+01,2.782050e+01,1.229800e+07,1.172070e+00,1.772350e-04,6.384380e-01
2450,0.00320418,1.098370e+01,3.067380e+01,1.302870e+07,1.179480e+00,1.727690e-04,6.417710e-01
2475,0.00320418,1.080150e+01,3.371930e+01,1.383330e+07,1.187630e+00,1.681870e-04,6.448850e-01
2500,0.00320418,1.060660e+01,3.689500e+01,1.471580e+07,1.196320e+00,1.635000e-04,6.477650e-01
2525,0.00320418,1.040010e+01,4.010930e+01,1.567840e+07,1.205280e+00,1.587300e-04,6.504030e-01
2550,0.00320418,1.018390e+01,4.324490e+01,1.672060e+07,1.214160e+00,1.539060e-04,6.527970e-01
2575,0.00320418,9.960390e+00,4.616850e+01,1.783890e+07,1.222570e+00,1.490670e-04,6.549460e-01
2600,0.00320418,9.732450e+00,4.874570e+01,1.902620e+07,1.230120e+00,1.442550e-04,6.568520e-01
2625,0.00320418,9.503290e+00,5.085760e+01,2.027230e+07,1.236490e+00,1.395170e-04,6.585180e-01
2650,0.00320418,9.276150e+00,5.241370e+01,2.156440e+07,1.241430e+00,1.348970e-04,6.599470e-01
2675,0.00320418,9.054070e+00,5.336110e+01,2.288790e+07,1.244820e+00,1.304370e-04,6.611410e-01
2700,0.00320418,8.839700e+00,5.368540e+01,2.422720e+07,1.246630e+00,1.261700e-04,6.621080e-01
2725,0.00320418,8.635210e+00,5.340790e+01,2.556710e+07,1.246940e+00,1.221200e-04,6.628600e-01
2750,0.00320418,8.442170e+00,5.257850e+01,2.689300e+07,1.245900e+00,1.183050e-04,6.634210e-01
2775,0.00320418,8.261660e+00,5.126810e+01,2.819200e+07,1.243690e+00,1.147330e-04,6.638210e-01
2800,0.00320418,8.094250e+00,4.956090e+01,2.945310e+07,1.240550e+00,1.114040e-04,6.641010e-01
2825,0.00320418,7.940070e+00,4.754790e+01,3.066750e+07,1.236710e+00,1.083150e-04,6.643070e-01
2850,0.00320418,7.798930e+00,4.532180e+01,3.182880e+07,1.232380e+00,1.054560e-04,6.644870e-01
2875,0.00320418,7.670360e+00,4.297260e+01,3.293260e+07,1.227790e+00,1.028160e-04,6.646910e-01
2900,0.00320418,7.553670e+00,4.058390e+01,3.397710e+07,1.223100e+00,1.003790e-04,6.649610e-01
2925,0.00320418,7.448050e+00,3.823040e+01,3.496210e+07,1.218470e+00,9.812920e-05,6.653360e-01
2950,0.00320418,7.352570e+00,3.597580e+01,3.588940e+07,1.214010e+00,9.605040e-05,6.658450e-01
2975,0.00320418,7.266270e+00,3.387190e+01,3.676210e+07,1.209810e+00,9.412530e-05,6.665090e-01
3000,0.00320418,7.188170e+00,3.195810e+01,3.758460e+07,1.205900e+00,9.233770e-05,6.673400e-01
3025,0.00320418,7.117280e+00,3.026200e+01,3.836190e+07,1.202300e+00,9.067150e-05,6.683450e-01
3050,0.00320418,7.052680e+00,2.880020e+01,3.909960e+07,1.198980e+00,8.911200e-05,6.695230e-01
3075,0.00320418,6.993470e+00,2.757960e+01,3.980390e+07,1.195930e+00,8.764550e-05,6.708690e-01
3100,0.00320418,6.938820e+00,2.659890e+01,4.048060e+07,1.193110e+00,8.625930e-05,6.723740e-01
3125,0.00320418,6.887980e+00,2.584980e+01,4.113580e+07,1.190490e+00,8.494220e-05,6.740280e-01
3150,0.00320418,6.840250e+00,2.531810e+01,4.177490e+07,1.188060e+00,8.368420e-05,6.758180e-01
3175,0.00320418,6.795040e+00,2.498490e+01,4.240330e+07,1.185820e+00,8.247650e-05,6.777340e-01
3200,0.00320418,6.751810e+00,2.482680e+01,4.302560e+07,1.183800e+00,8.131160e-05,6.797630e-01
3225,0.00320418,6.710120e+00,2.481670e+01,4.364590e+07,1.182020e+00,8.018300e-05,6.818960e-01
3250,0.00320418,6.669580e+00,2.492370e+01,4.426740e+07,1.180500e+00,7.908560e-05,6.841250e-01
3275,0.00320418,6.629920e+00,2.511360e+01,4.489280e+07,1.179270e+00,7.801520e-05,6.864410e-01
3300,0.00320418,6.590930e+00,2.534860e+01,4.552350e+07,1.178340e+00,7.696880e-05,6.888420e-01
3325,0.00320418,6.552460e+00,2.558800e+01,4.616020e+07,1.177730e+00,7.594430e-05,6.913240e-01
3350,0.00320418,6.514490e+00,2.578860e+01,4.680260e+07,1.177430e+00,7.494070e-05,6.938860e-01
3375,0.00320418,6.477030e+00,2.590640e+01,4.744900e+07,1.177430e+00,7.395780e-05,6.965300e-01
3400,0.00320418,6.440190e+00,2.589760e+01,4.809680e+07,1.177710e+00,7.299640e-05,6.992580e-01
3425,0.00320418,6.404130e+00,2.572200e+01,4.874250e+07,1.178270e+00,7.205790e-05,7.020730e-01
3450,0.00320418,6.369080e+00,2.534620e+01,4.938130e+07,1.179090e+00,7.114420e-05,7.049810e-01
3475,0.00320418,6.335300e+00,2.474730e+01,5.000790e+07,1.180220e+00,7.025780e-05,7.079840e-01
3500,0.00320418,6.303080e+00,2.391660e+01,5.061670e+07,1.181700e+00,6.940110e-05,7.110860e-01
3525,0.00320418,6.272680e+00,2.286240e+01,5.120190e+07,1.183630e+00,6.857660e-05,7.142870e-01
3550,0.00320418,6.244350e+00,2.161090e+01,5.175820e+07,1.186140e+00,6.778620e-05,7.175860e-01
3575,0.00320418,6.218300e+00,2.020430e+01,5.228110e+07,1.189400e+00,6.703130e-05,7.209800e-01
3600,0.00320418,6.194630e+00,1.869680e+01,5.276750e+07,1.193620e+00,6.631240e-05,7.244620e-01
3625,0.00320418,6.173410e+00,1.714770e+01,5.321560e+07,1.199010e+00,6.562950e-05,7.280250e-01
3650,0.00320418,6.154590e+00,1.561440e+01,5.362510e+07,1.205750e+00,6.498120e-05,7.316570e-01
3675,0.00320418,6.138070e+00,1.414630e+01,5.399690e+07,1.214030e+00,6.436600e-05,7.353480e-01
3700,0.00320418,6.123700e+00,1.278100e+01,5.433320e+07,1.223930e+00,6.378150e-05,7.390860e-01
3725,0.00320418,6.111290e+00,1.154230e+01,5.463700e+07,1.235480e+00,6.322500e-05,7.428620e-01
3750,0.00320418,6.100620e+00,1.044150e+01,5.491150e+07,1.248610e+00,6.269380e-05,7.466650e-01
3775,0.00320418,6.091480e+00,9.479400e+00,5.516020e+07,1.263160e+00,6.218540e-05,7.504890e-01
3800,0.00320418,6.083670e+00,8.649620e+00,5.538660e+07,1.278880e+00,6.169700e-05,7.543250e-01
3825,0.00320418,6.077000e+00,7.941050e+00,5.559370e+07,1.295490e+00,6.122650e-05,7.581690e-01
3850,0.00320418,6.071290e+00,7.340350e+00,5.578450e+07,1.312620e+00,6.077180e-05,7.620180e-01
3875,0.00320418,6.066400e+00,6.833680e+00,5.596150e+07,1.329930e+00,6.033110e-05,7.658670e-01
3900,0.00320418,6.062200e+00,6.407720e+00,5.612690e+07,1.347070e+00,5.990290e-05,7.697160e-01
3925,0.00320418,6.058590e+00,6.050360e+00,5.628250e+07,1.363740e+00,5.948580e-05,7.735620e-01
3950,0.00320418,6.055460e+00,5.750950e+00,5.642990e+07,1.379650e+00,5.907890e-05,7.774060e-01
3975,0.00320418,6.052750e+00,5.500370e+00,5.657040e+07,1.394590e+00,5.868100e-05,7.812460e-01
4000,0.00320418,6.050390e+00,5.290940e+00,5.670520e+07,1.408400e+00,5.829150e-05,7.850830e-01
200,0.00569792,2.575290e+01,1.321060e+00,-5.940200e+06,1.323440e+00,8.824250e-03,8.941740e-02
225,0.00569792,2.575290e+01,1.352440e+00,-5.906790e+06,1.313580e+00,7.843780e-03,9.938210e-02
250,0.00569792,2.575290e+01,1.388770e+00,-5.872540e+06,1.302890e+00,7.059400e-03,1.092570e-01
275,0.00569792,2.575290e+01,1.430970e+00,-5.837300e+06,1.291360e+00,6.417640e-03,1.190290e-01
300,0.00569792,2.575290e+01,1.478850e+00,-5.800940e+06,1.279320e+00,5.882830e-03,1.286830e-01
325,0.00569792,2.575260e+01,1.533300e+00,-5.763310e+06,1.266890e+00,5.430260e-03,1.385840e-01
350,0.00569792,2.575150e+01,1.600830e+00,-5.724170e+06,1.253420e+00,5.042150e-03,1.484140e-01
375,0.00569792,2.574660e+01,1.703810e+00,-5.682980e+06,1.236780e+00,4.705120e-03,1.581730e-01
400,0.00569792,2.572970e+01,1.900760e+00,-5.638220e+06,1.213510e+00,4.408160e-03,1.678740e-01
425,0.00569792,2.568010e+01,2.317930e+00,-5.586140e+06,1.182440e+00,4.140850e-03,1.775680e-01
450,0.00569792,2.555300e+01,3.182150e+00,-5.518630e+06,1.150440e+00,3.891450e-03,1.873670e-01
475,0.00569792,2.526890e+01,4.808580e+00,-5.420660e+06,1.129070e+00,3.645650e-03,1.974660e-01
500,0.00569792,2.472150e+01,7.410360e+00,-5.269890e+06,1.124060e+00,3.388340e-03,2.081130e-01
525,0.00569792,2.384340e+01,1.051230e+01,-5.045530e+06,1.132040e+00,3.112370e-03,2.190470e-01
