P_atm,Tw[K],B'c,hw[MJ/kg],N,O,NO,N2,O2,Mo,MoO,MoO2,MoO3,Mo2O6,Mo3O9,Mo4O12,Mo5O15,Mo(cr),Mo(L)
0.001,2.625000e+03,6.418450e-01,2.127060e+00,2.440470e-05,3.727550e-02,2.766260e-03,7.695680e-01,2.048410e-03,2.849000e-03,2.925990e-02,1.321540e-01,2.405190e-02,2.948690e-06,3.399500e-10,9.389890e-16,8.554880e-22,1.000000e+00,0.000000e+00
0.001,2.650000e+03,6.500100e-01,2.242780e+00,2.994110e-05,4.186200e-02,2.881870e-03,7.638430e-01,2.070070e-03,3.743240e-03,3.388310e-02,1.309650e-01,2.072000e-02,1.853990e-06,1.582670e-10,3.278810e-16,2.259340e-22,1.000000e+00,0.000000e+00
0.001,2.675000e+03,6.589860e-01,2.365110e+00,3.658170e-05,4.674270e-02,2.988170e-03,7.577430e-01,2.076520e-03,4.891950e-03,3.897720e-02,1.288400e-01,1.770250e-02,1.150320e-06,7.232780e-11,1.117680e-16,5.792030e-23,1.000000e+00,0.000000e+00
0.001,2.700000e+03,6.690920e-01,2.494580e+00,4.451380e-05,5.188940e-02,3.083390e-03,7.512280e-01,2.067140e-03,6.359990e-03,4.453890e-02,1.257940e-01,1.499330e-02,7.036250e-07,3.239810e-11,3.711940e-17,1.437740e-23,1.000000e+00,0.000000e+00
0.001,2.725000e+03,6.807150e-01,2.631710e+00,5.394940e-05,5.726360e-02,3.165730e-03,7.442530e-01,2.041550e-03,8.226840e-03,5.055220e-02,1.218600e-01,1.258220e-02,4.238410e-07,1.420040e-11,1.198350e-17,3.445840e-24,1.000000e+00,0.000000e+00
0.001,2.750000e+03,6.943260e-01,2.776930e+00,6.512760e-05,6.281480e-02,3.233410e-03,7.367680e-01,1.999700e-03,1.058940e-02,5.698630e-02,1.170870e-01,1.045590e-02,2.511080e-07,6.078860e-12,3.751050e-18,7.948470e-25,1.000000e+00,0.000000e+00
0.001,2.775000e+03,7.104960e-01,2.930600e+00,7.831610e-05,6.848060e-02,3.284640e-03,7.287190e-01,1.941840e-03,1.356520e-02,6.379350e-02,1.115380e-01,8.598580e-03,1.461180e-07,2.536010e-12,1.135170e-18,1.758240e-25,1.000000e+00,0.000000e+00
0.001,2.800000e+03,7.299180e-01,3.092940e+00,9.381210e-05,7.418550e-02,3.317750e-03,7.200440e-01,1.868570e-03,1.729620e-02,7.090700e-02,1.052950e-01,6.992350e-03,8.337760e-08,1.028610e-12,3.310650e-19,3.714790e-26,1.000000e+00,0.000000e+00
0.001,2.825000e+03,7.534350e-01,3.264070e+00,1.119430e-04,7.984080e-02,3.331140e-03,7.106690e-01,1.780870e-03,2.195330e-02,7.823920e-02,9.845580e-02,5.618110e-03,4.657310e-08,4.045390e-13,9.271770e-20,7.463000e-27,1.000000e+00,0.000000e+00
0.001,2.850000e+03,7.820760e-01,3.443950e+00,1.330670e-04,8.534560e-02,3.323390e-03,7.005080e-01,1.680090e-03,2.774090e-02,8.568100e-02,9.113170e-02,4.455760e-03,2.541680e-08,1.538180e-13,2.483710e-20,1.418660e-27,1.000000e+00,0.000000e+00
0.001,2.875000e+03,8.171110e-01,3.632410e+00,1.575670e-04,9.058700e-02,3.293320e-03,6.894590e-01,1.567940e-03,3.490320e-02,9.310100e-02,8.344670e-02,3.484740e-03,1.352310e-08,5.636200e-14,6.336450e-21,2.537870e-28,1.000000e+00,0.000000e+00
0.001,2.900000e+03,8.593360e-01,3.828790e+00,1.858600e-04,9.554560e-02,3.243640e-03,6.774600e-01,1.449600e-03,4.363940e-02,1.002470e-01,7.554100e-02,2.687470e-03,7.014390e-09,1.990060e-14,1.539410e-21,4.272030e-29,0.000000e+00,1.000000e+00
0.001,2.925000e+03,9.065780e-01,4.030830e+00,2.184360e-04,1.005710e-01,3.189210e-03,6.647470e-01,1.338950e-03,5.376640e-02,1.065140e-01,6.760350e-02,2.052280e-03,3.576190e-09,6.854450e-15,3.620070e-22,6.906060e-30,0.000000e+00,1.000000e+00
0.001,2.950000e+03,9.645150e-01,4.239220e+00,2.557080e-04,1.050180e-01,3.110440e-03,6.508670e-01,1.220890e-03,6.600300e-02,1.122360e-01,5.974790e-02,1.540910e-03,1.766850e-09,2.254440e-15,8.008960e-23,1.034680e-30,0.000000e+00,1.000000e+00
0.001,2.975000e+03,1.035830e+00,4.453180e+00,2.981150e-04,1.087480e-01,3.007280e-03,6.356290e-01,1.098030e-03,8.073790e-02,1.172430e-01,5.210290e-02,1.136000e-03,8.435630e-10,7.050850e-16,1.657650e-23,1.426640e-31,0.000000e+00,1.000000e+00
0.001,3.000000e+03,1.124010e+00,4.671890e+00,3.460610e-04,1.116180e-01,2.880080e-03,6.187960e-01,9.730330e-04,9.842200e-02,1.213580e-01,4.478630e-02,8.210120e-04,3.879520e-10,2.086770e-16,3.189000e-24,1.795690e-32,0.000000e+00,1.000000e+00
0.001,3.025000e+03,1.233630e+00,4.894580e+00,3.998710e-04,1.134880e-01,2.729550e-03,6.000740e-01,8.485720e-04,1.195760e-01,1.244030e-01,3.789940e-02,5.805870e-04,1.712000e-10,5.810440e-17,5.658270e-25,2.043320e-33,0.000000e+00,1.000000e+00
0.001,3.050000e+03,1.370920e+00,5.120470e+00,4.597340e-04,1.142220e-01,2.556780e-03,5.791090e-01,7.271400e-04,1.448020e-01,1.261980e-01,3.152420e-02,4.007660e-04,7.214160e-11,1.511050e-17,9.169620e-26,2.076530e-34,0.000000e+00,1.000000e+00
0.001,3.075000e+03,1.544470e+00,5.348820e+00,5.256110e-04,1.136850e-01,2.363170e-03,5.554720e-01,6.109760e-04,1.747900e-01,1.265630e-01,2.572080e-02,2.691890e-04,2.884570e-11,3.635390e-18,1.340140e-26,1.855020e-35,0.000000e+00,1.000000e+00
0.001,3.100000e+03,1.766600e+00,5.578900e+00,5.971090e-04,1.117400e-01,2.150420e-03,5.286600e-01,5.019840e-04,2.103320e-01,1.253150e-01,2.052740e-02,1.751960e-04,1.085110e-11,7.988170e-19,1.736310e-27,1.425790e-36,0.000000e+00,1.000000e+00
0.001,3.125000e+03,2.055630e+00,5.809880e+00,6.732830e-04,1.082510e-01,1.920580e-03,4.980830e-01,4.017030e-04,2.523330e-01,1.222650e-01,1.596170e-02,1.098240e-04,3.794600e-12,1.574550e-19,1.947020e-28,9.150330e-38,0.000000e+00,1.000000e+00
0.001,3.150000e+03,2.440060e+00,6.040890e+00,7.523530e-04,1.030720e-01,1.676010e-03,4.630600e-01,3.113040e-04,3.018250e-01,1.172150e-01,1.202350e-02,6.574070e-05,1.212370e-12,2.712650e-20,1.825250e-29,4.695380e-39,0.000000e+00,1.000000e+00
0.001,3.175000e+03,2.966880e+00,6.270860e+00,8.312480e-04,9.604460e-02,1.419640e-03,4.228080e-01,2.316240e-04,3.599820e-01,1.099470e-01,8.698480e-03,3.709340e-05,3.448230e-13,3.928400e-21,1.357980e-30,1.805140e-40,0.000000e+00,1.000000e+00
0.001,3.200000e+03,3.719630e+00,6.498580e+00,9.048720e-04,8.699460e-02,1.155100e-03,3.764420e-01,1.632290e-04,4.281360e-01,1.002230e-01,5.962200e-03,1.932880e-05,8.380370e-14,4.497140e-22,7.387500e-32,4.693340e-42,0.000000e+00,1.000000e+00
0.001,3.225000e+03,4.862540e+00,6.722690e+00,9.647970e-04,7.572270e-02,8.872510e-04,3.229590e-01,1.064770e-04,5.077920e-01,8.777430e-02,3.784010e-03,8.986470e-06,1.624360e-14,3.669610e-23,2.559850e-33,6.945060e-44,0.000000e+00,1.000000e+00
0.001,3.250000e+03,6.769370e+00,6.941660e+00,9.967110e-04,6.200120e-02,6.229450e-04,2.612350e-01,6.160180e-05,6.006530e-01,7.229580e-02,2.130620e-03,3.496030e-06,2.208430e-15,1.760360e-24,4.370040e-35,4.242730e-46,0.000000e+00,1.000000e+00
0.001,3.275000e+03,1.051460e+01,7.153920e+00,9.743760e-04,4.556830e-02,3.725530e-04,1.900140e-01,2.877930e-05,7.086330e-01,5.343870e-02,9.690330e-04,9.886860e-07,1.589410e-16,3.254830e-26,2.093340e-37,5.294170e-49,0.000000e+00,1.000000e+00
0.001,3.300000e+03,2.096470e+01,7.357770e+00,8.399690e-04,2.612360e-02,1.536760e-04,1.079140e-01,8.198430e-06,8.338870e-01,3.080460e-02,2.688210e-04,1.333650e-07,2.606940e-18,6.552030e-29,5.214850e-41,1.640920e-53,0.000000e+00,1.000000e+00
0.001,3.325000e+03,1.882600e+02,7.550670e+00,3.397170e-04,3.330390e-03,6.631320e-06,1.354400e-02,1.157430e-07,9.788270e-01,3.948040e-03,3.696810e-06,1.988060e-10,5.230770e-24,1.785820e-37,1.946590e-52,8.433170e-68,0.000000e+00,1.000000e+00
0.001,3.350000e+03,2.000000e+02,7.561810e+00,3.752620e-04,3.396780e-03,6.269170e-06,1.273060e-02,1.048070e-07,9.800280e-01,3.460720e-03,2.788920e-06,1.303850e-10,2.034800e-24,4.157930e-38,2.734580e-53,7.185310e-69,0.000000e+00,0.000000e+00
0.001,3.375000e+03,2.000000e+02,7.571660e+00,4.262560e-04,3.653850e-03,6.444130e-06,1.270130e-02,1.057780e-07,9.800070e-01,3.202410e-03,2.348390e-06,1.008990e-10,1.103820e-24,1.595280e-38,7.479540e-54,1.408270e-69,0.000000e+00,0.000000e+00
0.001,3.400000e+03,2.000000e+02,7.581590e+00,4.832170e-04,3.904660e-03,6.584070e-06,1.266910e-02,1.055760e-07,9.799840e-01,2.950310e-03,1.960650e-06,7.709010e-11,5.845950e-25,5.908110e-39,1.952230e-54,2.603660e-70,0.000000e+00,0.000000e+00
0.001,3.425000e+03,2.000000e+02,7.591570e+00,5.467160e-04,4.146790e-03,6.688620e-06,1.263380e-02,1.042750e-07,9.799570e-01,2.706860e-03,1.623970e-06,5.820190e-11,3.027790e-25,2.117420e-39,4.878860e-55,4.560020e-71,0.000000e+00,0.000000e+00
0.001,3.450000e+03,2.000000e+02,7.601610e+00,6.173630e-04,4.378250e-03,6.758350e-06,1.259500e-02,1.019860e-07,9.799270e-01,2.474080e-03,1.335310e-06,4.346350e-11,1.536530e-25,7.364650e-40,1.171890e-55,7.601390e-72,0.000000e+00,0.000000e+00
0.001,3.475000e+03,2.000000e+02,7.611690e+00,6.958100e-04,4.597470e-03,6.794680e-06,1.255240e-02,9.885100e-08,9.798930e-01,2.253530e-03,1.090740e-06,3.213770e-11,7.655840e-26,2.493550e-40,2.716510e-56,1.212220e-72,0.000000e+00,0.000000e+00
0.001,3.500000e+03,2.000000e+02,7.621810e+00,7.827460e-04,4.803370e-03,6.799630e-06,1.250570e-02,9.502410e-08,9.798540e-01,2.046320e-03,8.857300e-07,2.355480e-11,3.753290e-26,8.245050e-41,6.102970e-57,1.859250e-73,0.000000e+00,0.000000e+00
0.001,3.525000e+03,2.000000e+02,7.631980e+00,8.789010e-04,4.995290e-03,6.775750e-06,1.245450e-02,9.066520e-08,9.798110e-01,1.853130e-03,7.155600e-07,1.713140e-11,1.814420e-26,2.671030e-41,1.334570e-57,2.757370e-74,0.000000e+00,0.000000e+00
0.001,3.550000e+03,2.000000e+02,7.642190e+00,9.850460e-04,5.172940e-03,6.725830e-06,1.239840e-02,8.592820e-08,9.797620e-01,1.674220e-03,5.755270e-07,1.237740e-11,8.667490e-27,8.504670e-42,2.852670e-58,3.975140e-75,0.000000e+00,0.000000e+00
0.001,3.575000e+03,2.000000e+02,7.652450e+00,1.101990e-03,5.336390e-03,6.652870e-06,1.233710e-02,8.095490e-08,9.797080e-01,1.509560e-03,4.611720e-07,8.892760e-12,4.099910e-27,2.669720e-42,5.984830e-59,5.599300e-76,0.000000e+00,0.000000e+00
0.001,3.600000e+03,2.000000e+02,7.662780e+00,1.230560e-03,5.485940e-03,6.559840e-06,1.227010e-02,7.587010e-08,9.796480e-01,1.358820e-03,3.684050e-07,6.359870e-12,1.924110e-27,8.286500e-43,1.237180e-59,7.743680e-77,0.000000e+00,0.000000e+00
0.001,3.625000e+03,2.000000e+02,7.673160e+00,1.371660e-03,5.622130e-03,6.449660e-06,1.219690e-02,7.077960e-08,9.795810e-01,1.221470e-03,2.935770e-07,4.531770e-12,8.975390e-28,2.550130e-43,2.529130e-60,1.056250e-77,0.000000e+00,0.000000e+00
0.001,3.650000e+03,2.000000e+02,7.683630e+00,1.526180e-03,5.745650e-03,6.325060e-06,1.211710e-02,6.576910e-08,9.795080e-01,1.096830e-03,2.335070e-07,3.220080e-12,4.168490e-28,7.800650e-44,5.130100e-61,1.426960e-78,0.000000e+00,0.000000e+00
0.001,3.675000e+03,2.000000e+02,7.694180e+00,1.695050e-03,5.857260e-03,6.188610e-06,1.203020e-02,6.090590e-08,9.794270e-01,9.841110e-04,1.854760e-07,2.283420e-12,1.930520e-28,2.377260e-44,1.035680e-61,1.916640e-79,0.000000e+00,0.000000e+00
0.001,3.700000e+03,2.000000e+02,7.704830e+00,1.879220e-03,5.957800e-03,6.042580e-06,1.193570e-02,5.623980e-08,9.793390e-01,8.824720e-04,1.471930e-07,1.617080e-12,8.927770e-29,7.232700e-45,2.086720e-62,2.568340e-80,0.000000e+00,0.000000e+00
0.001,3.725000e+03,2.000000e+02,7.715580e+00,2.079680e-03,6.048140e-03,5.889040e-06,1.183310e-02,5.180550e-08,9.792420e-01,7.910470e-04,1.167570e-07,1.144400e-12,4.127860e-29,2.200930e-45,4.206470e-63,3.444160e-81,0.000000e+00,0.000000e+00
0.001,3.750000e+03,2.000000e+02,7.726460e+00,2.297370e-03,6.129120e-03,5.729780e-06,1.172190e-02,4.762530e-08,9.791370e-01,7.089740e-04,9.260610e-08,8.097890e-13,1.910290e-29,6.709770e-46,8.502230e-64,4.634650e-82,0.000000e+00,0.000000e+00
0.001,3.775000e+03,2.000000e+02,7.737460e+00,2.533280e-03,6.201570e-03,5.566360e-06,1.160150e-02,4.371080e-08,9.790230e-01,6.354150e-04,7.346810e-08,5.732280e-13,8.856940e-30,2.052250e-46,1.726410e-64,6.273300e-83,0.000000e+00,0.000000e+00
0.001,3.800000e+03,2.000000e+02,7.748610e+00,2.788360e-03,6.266300e-03,5.400120e-06,1.147160e-02,4.006560e-08,9.788990e-01,5.695710e-04,5.831590e-08,4.061010e-13,4.117640e-30,6.305550e-47,3.527580e-65,8.559080e-84,0.000000e+00,0.000000e+00
0.001,3.825000e+03,2.000000e+02,7.759900e+00,3.063540e-03,6.324030e-03,5.232190e-06,1.133160e-02,3.668700e-08,9.787650e-01,5.106890e-04,4.632470e-08,2.880420e-13,1.920930e-30,1.948310e-47,7.263760e-66,1.179220e-84,0.000000e+00,0.000000e+00
0.001,3.850000e+03,2.000000e+02,7.771350e+00,3.359700e-03,6.375470e-03,5.063500e-06,1.118100e-02,3.356770e-08,9.786210e-01,4.580700e-04,3.683590e-08,2.046130e-13,8.998000e-31,6.059580e-48,1.509170e-66,1.643160e-85,0.000000e+00,0.000000e+00
0.001,3.875000e+03,2.000000e+02,7.782970e+00,3.677680e-03,6.421250e-03,4.894850e-06,1.101940e-02,3.069700e-08,9.784660e-01,4.110690e-04,2.932540e-08,1.456090e-13,4.234350e-31,1.898560e-48,3.167170e-67,2.318740e-86,0.000000e+00,0.000000e+00
0.001,3.900000e+03,2.000000e+02,7.794760e+00,4.018240e-03,6.461950e-03,4.726880e-06,1.084650e-02,2.806210e-08,9.782990e-01,3.690960e-04,2.337760e-08,1.038310e-13,2.002770e-31,5.996500e-49,6.719680e-68,3.317420e-87,0.000000e+00,0.000000e+00
0.001,3.925000e+03,2.000000e+02,7.806740e+00,4.382040e-03,6.498110e-03,4.560100e-06,1.066180e-02,2.564870e-08,9.781220e-01,3.316180e-04,1.866360e-08,7.420540e-14,9.524650e-32,1.910330e-49,1.442440e-68,4.816520e-88,0.000000e+00,0.000000e+00
0.001,3.950000e+03,2.000000e+02,7.818910e+00,4.769630e-03,6.530200e-03,4.394950e-06,1.046520e-02,2.344220e-08,9.779320e-01,2.981490e-04,1.492390e-08,5.316020e-14,4.555930e-32,6.141350e-50,3.134660e-69,7.102150e-89,0.000000e+00,0.000000e+00
0.001,3.975000e+03,2.000000e+02,7.831270e+00,5.181450e-03,6.558650e-03,4.231750e-06,1.025630e-02,2.142740e-08,9.777310e-01,2.682560e-04,1.195370e-08,3.818070e-14,2.192450e-32,1.993110e-50,6.900010e-70,1.064260e-89,0.000000e+00,0.000000e+00
0.001,4.000000e+03,2.000000e+02,7.843830e+00,5.617740e-03,6.583850e-03,4.070770e-06,1.003510e-02,1.958980e-08,9.775180e-01,2.415470e-04,9.591460e-09,2.749520e-14,1.061700e-32,6.532000e-51,1.539070e-70,1.621560e-90,0.000000e+00,0.000000e+00
0.001,4.025000e+03,2.000000e+02,7.856590e+00,6.078590e-03,6.606150e-03,3.912210e-06,9.801480e-03,1.791520e-08,9.772920e-01,2.176730e-04,7.710120e-09,1.985480e-14,5.174510e-33,2.162320e-51,3.479810e-71,2.513170e-91,0.000000e+00,0.000000e+00
0.001,4.050000e+03,2.000000e+02,7.869560e+00,6.563890e-03,6.625850e-03,3.756250e-06,9.555510e-03,1.638980e-08,9.770550e-01,1.963220e-04,6.209440e-09,1.437830e-14,2.538560e-33,7.231620e-52,7.977330e-72,3.963280e-92,0.000000e+00,0.000000e+00
0.001,4.075000e+03,2.000000e+02,7.882730e+00,7.073270e-03,6.643240e-03,3.602990e-06,9.297370e-03,1.500100e-08,9.768050e-01,1.772180e-04,5.010440e-09,1.044250e-14,1.253730e-33,2.443760e-52,1.854580e-72,6.361150e-93,0.000000e+00,0.000000e+00
0.001,4.100000e+03,2.000000e+02,7.896110e+00,7.606140e-03,6.658560e-03,3.452540e-06,9.027360e-03,1.373690e-08,9.765440e-01,1.601130e-04,4.050840e-09,7.606400e-15,6.233750e-34,8.345140e-53,4.373020e-73,1.039300e-93,0.000000e+00,0.000000e+00
0.001,4.125000e+03,2.000000e+02,7.909690e+00,8.161630e-03,6.672030e-03,3.304990e-06,8.745920e-03,1.258620e-08,9.762720e-01,1.447870e-04,3.281490e-09,5.557060e-15,3.120670e-34,2.880000e-53,1.045930e-73,1.728680e-94,0.000000e+00,0.000000e+00
0.001,4.150000e+03,2.000000e+02,7.923460e+00,8.738560e-03,6.683850e-03,3.160390e-06,8.453630e-03,1.153880e-08,9.759900e-01,1.310460e-04,2.663540e-09,4.072050e-15,1.572950e-34,1.004510e-53,2.537670e-74,2.927450e-95,0.000000e+00,0.000000e+00
0.001,4.175000e+03,2.000000e+02,7.937420e+00,9.335480e-03,6.694190e-03,3.018810e-06,8.151230e-03,1.058530e-08,9.756970e-01,1.187160e-04,2.166280e-09,2.992890e-15,7.982760e-35,3.541000e-54,6.245760e-75,5.047450e-96,0.000000e+00,0.000000e+00
0.001,4.200000e+03,2.000000e+02,7.951570e+00,9.950610e-03,6.703220e-03,2.880300e-06,7.839630e-03,9.716980e-09,9.753960e-01,1.076440e-04,1.765390e-09,2.206380e-15,4.079120e-35,1.261550e-54,1.559370e-75,8.860480e-97,0.000000e+00,0.000000e+00
0.001,4.225000e+03,2.000000e+02,7.965890e+00,1.058190e-02,6.711080e-03,2.744910e-06,7.519880e-03,8.926060e-09,9.750870e-01,9.769370e-05,1.441570e-09,1.631480e-15,2.098690e-35,4.542310e-55,3.949200e-76,1.583530e-97,0.000000e+00,0.000000e+00
0.001,4.250000e+03,2.000000e+02,7.980370e+00,1.122680e-02,6.717900e-03,2.612710e-06,7.193190e-03,8.205330e-09,9.747710e-01,8.874410e-05,1.179510e-09,1.210030e-15,1.087150e-35,1.652840e-55,1.014490e-76,2.881030e-98,0.000000e+00,0.000000e+00
0.001,4.275000e+03,2.000000e+02,7.995000e+00,1.188290e-02,6.723780e-03,2.483740e-06,6.860920e-03,7.548280e-09,9.744490e-01,8.068790e-05,9.670160e-10,9.001600e-16,5.669910e-36,6.077770e-56,2.643180e-77,5.335600e-99,0.000000e+00,0.000000e+00
0.001,4.300000e+03,2.000000e+02,8.009770e+00,1.254700e-02,6.728840e-03,2.358090e-06,6.524560e-03,6.949000e-09,9.741240e-01,7.342980e-05,7.943850e-10,6.716540e-16,2.977100e-36,2.258330e-56,6.984180e-78,1.005740e-99,0.000000e+00,0.000000e+00
0.001,4.325000e+03,2.000000e+02,8.024650e+00,1.321590e-02,6.733180e-03,2.235820e-06,6.185740e-03,6.402110e-09,9.737960e-01,6.688530e-05,6.538650e-10,5.026530e-16,1.573710e-36,8.478770e-57,1.871410e-78,1.929320e-100,0.000000e+00,0.000000e+00
0.001,4.350000e+03,2.000000e+02,8.039630e+00,1.388640e-02,6.736870e-03,2.117020e-06,5.846160e-03,5.902770e-09,9.734670e-01,6.097910e-05,5.392640e-10,3.772940e-16,8.374210e-37,3.216210e-57,5.084440e-79,3.766000e-101,0.000000e+00,0.000000e+00
0.001,4.375000e+03,2.000000e+02,8.054700e+00,1.455490e-02,6.739990e-03,2.001760e-06,5.507610e-03,5.446560e-09,9.731400e-01,5.564460e-05,4.456200e-10,2.840360e-16,4.485720e-37,1.232500e-57,1.400510e-79,7.479100e-102,0.000000e+00,0.000000e+00
0.001,4.400000e+03,2.000000e+02,8.069830e+00,1.521780e-02,6.742620e-03,1.890130e-06,5.171880e-03,5.029500e-09,9.728150e-01,5.082220e-05,3.689530e-10,2.144560e-16,2.418600e-37,4.771150e-58,3.910650e-80,1.510940e-102,0.000000e+00,0.000000e+00
0.001,4.425000e+03,2.000000e+02,8.085010e+00,1.587150e-02,6.744830e-03,1.782220e-06,4.840800e-03,4.648000e-09,9.724950e-01,4.645900e-05,3.060670e-10,1.623910e-16,1.312550e-37,1.865570e-58,1.106810e-80,3.104570e-103,0.000000e+00,0.000000e+00
0.001,4.450000e+03,2.000000e+02,8.100220e+00,1.651260e-02,6.746660e-03,1.678110e-06,4.516130e-03,4.298800e-09,9.721800e-01,4.250790e-05,2.543850e-10,1.233220e-16,7.168990e-38,7.367280e-59,3.174700e-81,6.486970e-104,0.000000e+00,0.000000e+00
0.001,4.475000e+03,2.000000e+02,8.115440e+00,1.713770e-02,6.748180e-03,1.577880e-06,4.199570e-03,3.978940e-09,9.718740e-01,3.892700e-05,2.118310e-10,9.391930e-17,3.940610e-38,2.938120e-59,9.227330e-82,1.378140e-104,0.000000e+00,0.000000e+00
0.001,4.500000e+03,2.000000e+02,8.130650e+00,1.774370e-02,6.749430e-03,1.481620e-06,3.892690e-03,3.685760e-09,9.715770e-01,3.567870e-05,1.767270e-10,7.172940e-17,2.179740e-38,1.183180e-59,2.717270e-82,2.976290e-105,0.000000e+00,0.000000e+00
0.001,4.525000e+03,2.000000e+02,8.145840e+00,1.832770e-02,6.750450e-03,1.389360e-06,3.596900e-03,3.416840e-09,9.712910e-01,3.272970e-05,1.477150e-10,5.493560e-17,1.213250e-38,4.810660e-60,8.106040e-83,6.532970e-106,0.000000e+00,0.000000e+00
0.001,4.550000e+03,2.000000e+02,8.161000e+00,1.888740e-02,6.751280e-03,1.301180e-06,3.313450e-03,3.170020e-09,9.710160e-01,3.005010e-05,1.236930e-10,4.219030e-17,6.794650e-39,1.974620e-60,2.449280e-83,1.457190e-106,0.000000e+00,0.000000e+00
0.001,4.575000e+03,2.000000e+02,8.176120e+00,1.942080e-02,6.751960e-03,1.217090e-06,3.043370e-03,2.943290e-09,9.707550e-01,2.761320e-05,1.037660e-10,3.249070e-17,3.828480e-39,8.181530e-61,7.494700e-84,3.302220e-107,0.000000e+00,0.000000e+00
0.001,4.600000e+03,2.000000e+02,8.191180e+00,1.992610e-02,6.752510e-03,1.137100e-06,2.787440e-03,2.734890e-09,9.705070e-01,2.539510e-05,8.720540e-11,2.508870e-17,2.170180e-39,3.421450e-61,2.322130e-84,7.601400e-108,0.000000e+00,0.000000e+00
0.001,4.625000e+03,2.000000e+02,8.206180e+00,2.040240e-02,6.752970e-03,1.061220e-06,2.546260e-03,2.543180e-09,9.702740e-01,2.337440e-05,7.341820e-11,1.942490e-17,1.237480e-39,1.443960e-61,7.283960e-85,1.777020e-108,0.000000e+00,0.000000e+00
0.001,4.650000e+03,2.000000e+02,8.221120e+00,2.084880e-02,6.753340e-03,9.893950e-07,2.320160e-03,2.366710e-09,9.700550e-01,2.153210e-05,6.191920e-11,1.507930e-17,7.097790e-40,6.149230e-62,2.312720e-85,4.218020e-109,0.000000e+00,0.000000e+00
0.001,4.675000e+03,2.000000e+02,8.236000e+00,2.126530e-02,6.753650e-03,9.215900e-07,2.109260e-03,2.204130e-09,9.698510e-01,1.985100e-05,5.231150e-11,1.173640e-17,4.094630e-40,2.642100e-62,7.431550e-86,1.016370e-109,0.000000e+00,0.000000e+00
0.001,4.700000e+03,2.000000e+02,8.250810e+00,2.165190e-02,6.753920e-03,8.577260e-07,1.913480e-03,2.054240e-09,9.696620e-01,1.831570e-05,4.427000e-11,9.158000e-18,2.375610e-40,1.145210e-62,2.416380e-86,2.485610e-110,0.000000e+00,0.000000e+00
0.001,4.725000e+03,2.000000e+02,8.265560e+00,2.200920e-02,6.754150e-03,7.977080e-07,1.732550e-03,1.915950e-09,9.694860e-01,1.691230e-05,3.752760e-11,7.164140e-18,1.386030e-40,5.006990e-63,7.948840e-87,6.168150e-111,0.000000e+00,0.000000e+00
0.001,4.750000e+03,2.000000e+02,8.280250e+00,2.233800e-02,6.754350e-03,7.414260e-07,1.566050e-03,1.788270e-09,9.693250e-01,1.562850e-05,3.186490e-11,5.618360e-18,8.131460e-41,2.207830e-63,2.644980e-87,1.552830e-111,0.000000e+00,0.000000e+00
0.001,4.775000e+03,2.000000e+02,8.294880e+00,2.263940e-02,6.754540e-03,6.887520e-07,1.413410e-03,1.670290e-09,9.691780e-01,1.445310e-05,2.710070e-11,4.416930e-18,4.796530e-41,9.817410e-64,8.901110e-88,3.965030e-112,0.000000e+00,0.000000e+00
0.001,4.800000e+03,2.000000e+02,8.309470e+00,2.291470e-02,6.754720e-03,6.395450e-07,1.273980e-03,1.561190e-09,9.690430e-01,1.337610e-05,2.308590e-11,3.480820e-18,2.844550e-41,4.401650e-64,3.028970e-88,1.026670e-112,0.000000e+00,0.000000e+00
0.001,4.825000e+03,2.000000e+02,8.324020e+00,2.316540e-02,6.754890e-03,5.936550e-07,1.147030e-03,1.460240e-09,9.689200e-01,1.238840e-05,1.969700e-11,2.749640e-18,1.695860e-41,1.989600e-64,1.042080e-88,2.695120e-113,0.000000e+00,0.000000e+00
0.001,4.850000e+03,2.000000e+02,8.338540e+00,2.339300e-02,6.755050e-03,5.509230e-07,1.031770e-03,1.366750e-09,9.688080e-01,1.148190e-05,1.683180e-11,2.177150e-18,1.016310e-41,9.065550e-65,3.623990e-89,7.171320e-114,0.000000e+00,0.000000e+00
0.001,4.875000e+03,2.000000e+02,8.353030e+00,2.359920e-02,6.755210e-03,5.111850e-07,9.273910e-04,1.280120e-09,9.687070e-01,1.064940e-05,1.440530e-11,1.727830e-18,6.121790e-42,4.163360e-65,1.273740e-89,1.933760e-114,0.000000e+00,0.000000e+00
0.001,4.900000e+03,2.000000e+02,8.367500e+00,2.378540e-02,6.755370e-03,4.742770e-07,8.330880e-04,1.199770e-09,9.686160e-01,9.884110e-06,1.234730e-11,1.374370e-18,3.706110e-42,1.926920e-65,4.523880e-90,5.283190e-115,0.000000e+00,0.000000e+00
0.001,4.925000e+03,2.000000e+02,8.381970e+00,2.395330e-02,6.755530e-03,4.400310e-07,7.480540e-04,1.125210e-09,9.685330e-01,9.180140e-06,1.059900e-11,1.095650e-18,2.254810e-42,8.986660e-66,1.623320e-90,1.462150e-115,0.000000e+00,0.000000e+00
